date,united,party,national,american,john,south,world,british,australian,australia,university,international,house,york,european,wikinews,bush,north,david,america,city,canada,department,union,london,council,iraq,state,kingdom,court,george,nations,china,news,u.s.,democratic,uk,france,obama,washington,michael,europe,us,bbc,center,committee,west,east,paul,for,security,california,africa,senate,war,air,england,white,germany,french,india,ministry,russia,zealand,press,israel,republic,iran,japan,category,times,police,afghanistan,association,robert,peter,chinese,internet,act,de,islamic,county,cup,commission,african,britain,mark,agency,iraqi,space,james,pakistan,korea,park,justice,un,office,royal,army,central
200411,6,8,14,9,4,13,6,7,3,4,1,1,3,3,8,0,5,6,1,5,3,2,4,3,0,2,5,1,3,3,4,3,7,8,9,4,4,2,0,3,5,8,2,5,3,0,1,3,3,6,5,2,2,2,6,3,2,1,3,1,5,1,2,4,6,4,5,1,8,3,5,2,0,2,0,1,5,6,1,2,0,0,1,9,0,1,2,2,3,1,4,0,8,0,1,3,1,0,4,3
200412,4,9,6,9,2,8,8,3,4,5,2,9,6,4,11,1,7,2,5,4,2,11,3,4,0,6,5,7,1,6,2,2,7,6,7,4,1,4,0,8,4,3,0,2,2,5,0,3,0,2,1,1,3,1,3,1,1,0,4,1,4,1,0,1,1,2,7,0,2,5,3,2,0,3,3,0,4,3,0,6,1,2,0,3,2,0,1,4,1,0,3,2,1,0,0,3,5,2,7,2
200501,11,22,32,29,10,12,11,20,11,12,12,12,16,12,23,1,18,6,6,19,3,11,7,9,5,5,14,7,5,9,7,5,21,7,11,5,7,4,0,5,5,14,5,3,6,3,3,5,1,3,8,0,0,3,5,13,4,5,7,1,1,4,1,1,0,9,12,1,4,17,5,2,3,4,6,0,18,2,0,10,3,3,0,4,3,4,4,5,15,8,4,2,0,2,5,6,7,5,10,7
200502,15,26,25,20,10,12,5,11,7,6,12,12,17,19,24,1,13,8,3,13,6,2,14,17,8,8,15,5,1,5,11,9,8,8,3,7,6,7,0,1,4,5,4,4,4,4,6,5,2,6,10,2,5,2,3,3,2,2,2,5,0,12,2,0,3,8,5,5,2,10,4,4,0,1,3,1,4,4,2,16,6,3,1,11,7,3,2,4,11,2,4,0,3,2,4,7,4,3,4,3
200503,21,57,21,38,12,13,17,12,13,14,20,12,21,14,26,35,26,9,6,21,7,10,14,11,8,15,19,12,8,13,14,7,26,10,7,16,6,10,0,15,9,11,16,11,11,5,6,9,17,10,7,11,8,5,6,3,3,13,8,7,12,11,12,10,14,10,21,5,14,13,11,1,4,3,8,6,16,9,5,7,5,13,0,12,9,9,2,9,5,8,8,5,3,4,7,13,7,1,3,13
200504,27,35,34,44,47,21,21,16,42,20,30,26,20,25,41,21,21,17,14,26,16,13,22,18,11,21,29,18,9,6,16,10,25,27,26,13,17,10,0,8,11,16,24,18,11,15,9,11,35,12,15,9,6,15,15,6,8,11,5,13,8,13,10,4,19,7,13,5,12,13,19,4,1,8,9,17,22,19,5,8,11,18,3,8,18,11,4,11,19,32,3,1,9,6,7,12,11,9,10,9
200505,25,58,28,25,20,17,30,19,7,5,14,14,16,16,44,12,31,21,11,13,4,4,13,30,12,10,18,11,14,6,18,8,14,17,21,18,21,12,0,15,13,29,9,17,13,8,9,13,5,10,6,12,11,7,12,6,5,11,8,11,4,8,12,3,14,8,10,3,4,17,15,2,11,4,5,9,6,7,0,12,7,10,6,4,5,4,6,8,6,7,8,4,6,4,4,2,5,3,6,10
200509,34,52,40,40,24,22,22,15,21,14,142,17,19,17,11,9,34,21,15,13,16,5,19,13,7,14,15,34,10,7,22,17,11,8,17,12,12,3,0,19,13,2,9,7,20,12,20,13,10,12,12,12,8,11,9,5,3,9,15,5,3,4,1,4,7,3,6,2,6,12,5,7,4,16,9,9,7,16,6,6,3,6,2,7,6,6,5,9,10,5,1,4,4,11,5,11,25,1,12,5
200506,9,16,14,24,21,15,13,18,5,3,8,15,19,8,13,1,20,12,7,9,8,13,5,10,11,10,18,7,3,19,8,3,1,4,7,10,12,9,0,7,6,9,10,2,9,5,3,7,16,6,5,6,18,14,8,2,4,5,2,5,0,4,3,1,7,3,10,12,5,8,6,4,4,5,3,3,0,3,1,5,9,5,4,3,13,6,1,0,9,0,0,0,5,7,5,6,4,3,3,3
200507,34,10,22,33,27,8,14,48,12,11,14,13,32,22,24,6,26,10,16,12,21,13,15,10,61,13,26,10,19,11,12,5,6,25,28,7,16,16,0,8,10,11,7,22,6,9,7,11,7,3,4,11,8,9,7,3,14,9,9,8,4,6,6,2,15,10,7,5,11,9,16,26,6,6,5,8,4,1,12,10,17,9,1,10,9,16,5,9,13,4,6,2,2,6,6,7,2,10,16,13
200508,14,12,15,20,19,6,18,21,18,11,8,19,25,10,3,2,25,6,6,9,12,14,9,12,9,8,19,8,4,4,15,5,2,9,14,6,10,12,0,8,6,7,9,5,5,6,14,7,9,3,6,8,2,7,12,9,6,3,7,9,1,5,5,1,8,9,3,5,8,7,3,8,8,8,8,5,3,3,1,8,5,14,1,4,1,6,2,12,7,3,8,1,2,3,4,6,4,11,11,2
200612,11,20,18,9,12,7,8,14,6,14,24,12,16,16,12,2,12,13,8,8,6,20,8,6,6,12,21,6,3,3,8,5,2,9,5,9,6,5,2,12,7,9,6,7,4,4,5,6,4,5,7,3,4,5,3,1,5,7,2,7,4,2,9,23,10,5,1,8,3,6,6,6,2,2,3,6,1,6,7,6,8,4,0,4,1,8,3,10,11,6,4,1,6,3,1,1,3,2,3,2
200510,25,11,34,14,13,15,17,18,22,19,16,13,13,10,11,13,22,7,2,6,6,5,15,14,4,11,23,11,8,12,16,16,7,6,13,4,8,8,0,2,5,5,1,8,8,14,1,4,2,9,8,4,4,14,12,0,2,11,8,5,4,9,6,1,3,5,9,7,9,6,4,2,7,6,2,5,3,5,10,2,7,1,2,11,9,5,2,6,18,0,5,4,5,1,10,8,7,4,10,3
200511,13,18,13,20,22,30,28,11,58,37,13,22,17,4,8,8,20,3,11,12,6,3,9,7,5,8,16,7,4,16,17,5,11,4,9,4,7,12,0,8,9,11,7,4,5,5,7,8,8,3,6,5,6,12,14,5,4,8,7,13,1,1,2,3,7,0,6,4,4,19,2,7,5,5,7,13,9,3,8,6,7,1,4,5,4,1,8,6,8,2,1,2,4,10,10,1,1,4,2,2
200512,12,25,35,21,24,22,10,19,64,44,14,13,23,13,15,21,19,11,14,8,6,9,10,14,19,9,17,11,1,21,13,5,10,9,10,5,12,6,0,9,8,10,9,8,4,7,3,3,7,4,9,6,2,12,8,1,3,15,6,4,5,3,7,9,5,6,7,9,8,6,8,7,4,5,5,17,5,1,9,6,7,4,0,9,5,6,1,2,18,0,10,3,2,1,11,4,11,2,2,11
200601,23,23,28,26,30,30,18,14,61,48,23,29,29,16,18,58,24,17,10,20,1,9,24,14,3,20,21,17,5,16,15,17,14,17,24,4,7,13,0,20,14,16,15,9,14,8,28,13,14,12,18,11,10,11,8,9,8,12,14,5,5,14,10,9,4,10,2,17,14,24,7,3,8,12,8,14,5,8,8,6,7,10,1,6,6,9,14,14,10,4,6,10,6,2,8,9,3,0,5,7
200603,25,26,27,26,29,25,13,18,61,48,21,11,14,11,11,24,21,11,10,6,9,8,13,9,7,13,20,17,10,11,13,12,7,12,8,4,7,12,0,14,11,9,5,8,6,6,13,9,12,11,5,7,8,7,10,8,2,3,6,12,9,4,7,10,8,7,10,1,6,14,5,5,4,8,6,9,7,9,7,12,4,4,0,4,3,11,5,7,15,5,6,4,6,6,9,8,7,3,4,5
200602,23,39,23,17,29,15,9,13,54,53,14,11,29,9,17,16,23,12,8,5,6,11,15,15,7,26,17,14,8,14,12,11,14,7,13,11,8,12,0,9,8,7,7,4,3,5,14,12,8,10,11,1,4,17,3,9,9,10,9,8,4,5,7,7,9,10,6,16,2,1,4,6,10,8,4,9,4,7,7,4,15,6,2,3,1,6,5,9,11,3,3,4,5,4,7,6,4,4,7,2
200903,22,5,30,21,25,17,28,23,16,20,7,19,8,17,13,16,8,18,9,11,24,28,22,9,5,10,2,29,7,6,7,5,3,5,14,2,7,9,22,8,7,16,8,3,11,3,6,2,8,13,4,3,13,10,6,12,5,3,9,4,5,5,5,3,8,3,5,1,9,5,0,9,5,13,12,7,2,1,9,3,1,21,5,1,9,2,3,4,1,5,6,3,11,7,1,1,7,6,6,8
200604,20,18,14,16,20,12,7,23,24,15,9,12,28,8,10,12,30,5,10,9,2,2,13,9,11,23,24,9,7,5,18,11,9,9,7,3,9,3,0,13,5,9,10,4,2,7,8,5,4,7,13,2,5,6,5,2,3,13,4,3,8,5,4,7,4,6,4,18,1,8,1,5,5,14,1,4,7,7,8,1,9,4,1,7,3,2,4,8,18,0,7,3,2,4,3,16,4,6,2,2
200605,25,44,26,30,36,35,9,12,75,55,11,11,17,9,15,18,19,9,7,12,10,4,6,26,21,12,17,18,9,34,14,14,11,6,20,12,5,5,0,10,13,10,7,10,11,4,13,20,9,13,11,21,2,16,4,7,8,5,5,14,11,16,6,16,4,8,9,7,5,24,5,16,3,9,12,16,7,12,6,5,7,7,8,9,8,10,12,5,12,0,17,3,4,3,6,14,2,8,7,9
200606,30,19,29,21,37,48,116,15,70,62,25,12,21,12,14,18,17,8,17,12,1,5,2,11,10,13,17,17,6,10,17,14,10,7,9,4,9,29,0,10,21,8,7,10,8,4,12,14,8,11,7,7,14,14,6,4,29,8,45,9,8,7,8,18,4,6,27,20,19,8,2,14,2,4,2,16,1,6,19,15,9,3,110,9,15,6,20,7,7,3,2,2,21,24,4,2,5,6,6,11
200607,29,11,20,14,18,22,36,12,19,15,15,22,7,5,9,5,17,11,12,7,5,16,6,7,6,13,8,5,6,15,14,19,9,11,11,7,8,16,0,6,10,6,6,8,5,6,4,12,6,4,15,10,17,1,5,3,8,6,12,14,21,13,9,27,5,36,5,13,5,7,8,7,3,3,2,7,7,8,9,9,13,4,23,6,11,7,9,8,11,9,6,4,7,4,4,16,4,0,6,3
200608,43,25,41,33,26,34,15,36,23,19,14,33,15,13,18,3,14,24,20,15,14,24,23,13,14,33,16,14,6,9,10,26,9,20,13,13,11,13,2,8,11,6,6,9,12,10,11,16,10,5,26,8,11,5,11,5,5,12,7,9,20,27,5,30,8,24,13,12,2,16,4,14,23,3,4,6,12,5,14,7,3,5,1,5,7,11,10,6,7,6,10,10,10,8,8,21,14,12,15,5
200609,8,28,22,22,18,17,17,19,5,10,17,19,7,20,9,1,11,14,15,14,16,27,3,5,1,17,11,3,3,6,8,8,8,18,7,11,5,5,0,5,8,10,4,9,11,5,6,8,6,6,12,4,11,3,6,7,3,5,12,8,24,10,4,20,4,7,1,11,5,20,7,4,17,11,4,14,4,4,0,5,7,4,2,5,10,8,6,4,3,6,4,10,2,6,5,9,0,7,3,1
200610,12,25,22,8,15,21,9,28,8,6,13,9,14,24,11,8,10,27,15,14,28,28,8,9,5,27,7,13,2,5,6,8,12,10,9,10,9,10,0,6,11,4,2,15,9,5,4,6,7,7,11,7,5,5,7,3,2,10,6,10,18,4,12,12,9,2,8,4,6,26,10,9,3,7,4,8,3,2,6,10,6,4,9,12,2,11,7,6,2,4,3,3,22,13,1,12,5,9,9,5
200611,17,47,42,27,121,17,25,22,11,19,16,18,36,29,10,21,26,40,49,31,89,43,14,16,18,51,19,19,6,23,25,7,8,10,9,14,14,9,0,7,56,9,16,6,7,24,26,18,25,15,9,8,10,9,7,9,12,21,7,8,15,7,3,63,5,10,11,5,5,34,3,8,9,25,30,20,9,6,13,6,8,13,14,2,7,10,27,6,6,3,46,9,3,37,8,4,7,13,7,3
200701,23,14,19,10,17,10,21,14,8,11,15,9,9,9,8,8,12,16,6,11,14,29,10,9,3,10,15,7,10,8,9,9,4,11,6,4,6,9,2,10,13,6,7,3,6,5,9,6,5,11,6,6,0,4,4,9,4,3,6,8,4,6,4,26,2,2,4,13,4,26,10,6,0,5,7,11,2,10,5,6,7,4,3,7,1,5,14,1,13,2,10,1,8,6,5,7,5,10,8,8
200702,18,12,15,25,21,11,5,11,6,8,5,8,23,6,3,9,7,9,13,17,8,24,7,4,8,5,9,6,3,4,11,5,6,8,8,2,2,4,4,8,10,1,3,4,2,5,4,4,5,5,9,6,5,12,7,5,2,6,4,3,7,4,6,15,5,5,3,6,1,4,3,3,7,6,5,5,5,15,6,0,8,0,4,4,5,1,3,4,5,4,3,3,5,4,2,4,0,5,1,1
200703,49,22,12,5,13,13,11,24,12,9,17,15,16,11,18,9,7,8,15,5,10,20,13,7,12,27,15,12,14,9,5,10,2,6,4,7,7,6,0,3,9,14,6,8,4,7,5,10,13,8,20,3,3,3,5,5,4,3,6,15,1,9,6,15,5,3,1,14,7,7,3,8,9,5,6,8,4,10,3,8,8,2,20,8,6,8,8,9,9,0,5,11,3,6,11,9,5,9,2,3
200705,31,33,27,22,22,19,20,29,6,13,21,13,14,7,13,4,24,11,17,12,16,32,18,12,10,15,29,11,17,13,9,7,7,6,10,12,11,9,0,7,13,17,13,10,5,4,9,8,5,11,16,6,8,4,13,13,7,9,3,10,4,4,9,15,3,6,15,22,5,14,8,7,10,7,10,7,10,10,2,8,39,10,4,2,4,8,4,1,14,1,3,3,5,1,9,4,6,17,8,9
200704,10,18,8,15,9,13,11,17,10,11,14,7,6,8,4,2,7,3,6,5,10,20,7,5,6,4,10,5,4,4,5,3,3,5,3,1,6,9,0,7,3,7,1,7,3,3,7,4,3,4,1,5,3,3,6,7,2,11,2,13,4,10,5,13,8,4,12,14,4,2,4,2,9,1,3,4,2,6,4,4,18,2,4,1,1,3,3,5,9,4,3,2,2,7,4,2,1,19,7,5
200708,16,5,13,21,13,25,10,11,16,14,9,7,8,8,8,6,15,12,7,7,13,8,9,6,7,3,6,0,9,6,6,7,9,2,12,0,7,3,0,5,4,3,5,4,10,7,5,4,4,4,2,2,10,3,2,8,6,1,3,4,7,10,7,9,3,3,2,1,3,13,1,6,2,5,6,10,2,4,6,6,0,9,5,3,6,1,0,2,5,0,3,1,2,8,5,1,3,3,1,4
200806,33,17,18,18,13,19,17,24,22,23,11,22,13,9,20,7,14,4,7,9,14,14,9,13,17,9,5,7,12,5,15,13,17,6,6,25,12,8,13,5,4,10,8,3,10,6,4,2,3,7,2,6,10,6,5,11,4,10,5,6,6,9,4,3,13,3,2,4,11,0,4,2,3,11,16,3,5,8,11,6,1,7,5,5,15,8,3,4,2,2,7,1,5,5,4,5,9,3,1,2
200911,49,4,21,20,16,23,14,26,13,11,25,16,16,6,26,10,4,13,17,9,7,1,7,14,11,8,10,8,20,13,8,24,13,14,6,5,12,19,19,10,7,11,15,11,4,3,7,14,3,13,11,6,16,5,7,8,7,8,12,11,8,17,10,2,3,9,6,7,1,0,6,7,28,3,12,6,7,13,5,6,3,4,4,15,14,5,5,9,4,4,0,9,9,2,4,7,8,7,4,5
200710,19,17,33,32,20,20,23,7,17,15,26,17,22,29,5,17,33,15,22,14,19,19,6,12,3,7,27,11,6,14,24,9,19,12,10,9,3,6,1,13,10,7,3,6,12,11,12,13,5,9,4,5,15,8,27,8,5,8,7,3,7,9,7,7,12,5,10,17,7,1,11,3,5,13,6,6,14,8,11,6,9,17,6,2,11,4,7,5,10,1,7,2,11,5,9,2,3,5,7,2
200706,35,21,30,24,15,29,23,14,7,12,24,40,15,16,21,7,23,23,6,25,15,23,12,16,8,25,13,7,17,5,18,15,14,11,21,15,6,8,0,14,6,11,4,11,18,9,13,8,3,8,11,18,7,7,19,11,5,7,8,8,5,15,13,9,20,5,7,11,16,12,10,8,5,9,11,4,6,6,6,5,7,7,9,7,4,3,8,16,7,16,11,1,18,4,4,3,9,24,23,10
200707,30,13,12,18,17,18,11,21,10,10,7,17,16,14,27,5,21,24,9,19,13,9,13,21,15,11,10,8,15,18,12,7,5,13,11,8,12,10,1,14,6,5,1,11,9,7,6,5,6,9,7,9,16,8,3,3,11,10,9,6,7,7,4,7,11,0,10,2,3,26,5,7,9,7,8,3,8,1,2,3,3,8,5,8,9,8,5,8,4,3,3,9,7,1,10,8,3,0,6,9
200709,23,10,23,20,21,18,21,17,21,26,18,15,8,19,18,10,11,10,21,11,14,21,18,7,14,15,8,7,8,17,11,10,14,8,9,6,9,10,0,10,9,5,6,6,12,7,4,6,5,1,10,6,4,7,10,15,7,6,12,6,8,8,12,12,6,9,4,8,13,9,7,7,8,12,5,4,16,6,4,1,6,3,7,3,5,6,6,3,4,3,1,6,6,5,4,4,4,6,5,3
200801,26,20,16,29,18,17,14,11,10,15,3,19,20,22,10,8,45,9,12,19,15,12,10,12,4,7,15,11,6,5,25,11,17,4,10,24,5,4,13,15,2,12,11,4,14,5,10,23,9,6,8,6,12,5,7,8,0,12,4,3,4,12,6,4,6,24,17,13,7,10,3,3,8,16,5,5,9,11,4,3,8,10,5,3,7,5,4,3,4,3,2,6,3,6,2,3,4,2,1,4
200711,28,21,37,20,9,16,21,22,16,17,19,25,13,20,15,12,27,3,25,14,22,19,22,14,15,10,18,18,12,7,21,8,19,9,2,8,5,14,4,10,9,11,4,10,15,10,7,13,8,12,6,4,6,4,5,14,7,10,11,8,8,10,6,8,6,4,6,7,11,5,12,8,4,15,5,5,16,9,11,6,10,1,19,11,2,8,6,6,3,4,4,6,5,5,6,3,8,7,2,8
200712,43,17,24,20,23,17,35,16,7,12,21,20,16,16,22,14,14,13,12,16,26,18,15,15,4,6,10,10,11,7,8,20,21,9,12,5,6,8,3,13,10,13,3,4,20,12,13,9,4,10,2,7,18,11,7,6,12,7,8,10,10,16,5,2,4,6,8,7,10,2,5,3,6,2,6,6,6,5,4,11,7,9,4,11,11,7,4,3,3,2,5,24,5,4,5,5,4,3,3,9
200901,54,26,50,28,41,25,15,25,13,15,25,18,22,19,13,11,16,14,11,9,10,9,20,16,17,16,4,24,18,16,13,24,16,14,24,14,6,13,38,20,9,8,9,13,20,10,13,13,10,12,10,12,10,15,1,13,4,8,7,8,14,14,2,1,12,22,8,3,2,10,12,9,2,13,8,6,8,9,2,12,2,9,1,4,7,6,4,11,0,0,6,0,6,8,15,6,4,13,11,11
200802,35,41,32,32,26,11,8,17,8,12,16,27,27,27,31,25,26,19,21,26,17,12,17,15,5,8,19,17,11,6,17,16,10,8,10,26,5,5,22,23,10,15,18,7,10,9,6,9,14,9,11,11,9,9,9,11,6,26,8,11,12,5,8,3,8,4,6,2,7,2,13,5,8,6,11,5,3,15,8,2,2,1,2,9,4,2,6,4,10,32,10,20,4,1,3,2,13,3,2,9
200803,33,46,31,36,17,22,15,13,17,21,16,20,13,21,19,52,21,19,17,25,11,9,14,16,8,7,20,10,17,16,17,7,13,11,12,29,12,10,16,12,15,13,10,13,10,9,5,5,10,8,9,13,9,4,21,21,7,11,10,5,4,5,7,5,6,9,16,9,6,2,15,11,5,8,7,4,14,17,10,5,6,12,1,9,4,4,6,10,13,29,4,7,1,8,4,0,16,3,12,9
200804,28,18,20,17,29,27,17,13,10,11,23,27,11,20,8,25,19,10,11,17,13,14,14,11,8,4,10,4,9,6,12,13,18,11,3,11,6,10,8,12,4,8,7,7,17,13,2,10,11,9,10,11,11,5,10,13,2,11,7,12,4,6,9,6,8,7,12,3,7,0,6,8,4,5,10,3,14,17,7,6,0,7,3,3,10,2,8,4,4,11,6,0,8,14,6,6,3,2,4,7
200808,19,23,33,32,30,30,15,13,3,7,3,12,4,9,4,13,21,6,11,11,12,10,8,10,10,9,9,5,8,6,16,8,14,8,6,29,1,6,29,8,7,11,10,13,10,8,11,6,5,2,6,3,5,8,7,6,3,6,3,6,5,6,22,3,16,4,8,4,2,3,7,2,2,3,5,4,7,3,1,2,8,8,1,1,7,3,2,3,4,9,4,15,3,2,8,1,4,3,4,4
200805,45,27,28,16,23,7,18,18,15,14,13,18,7,17,10,10,7,9,21,5,20,7,17,9,25,13,4,11,16,14,11,17,10,18,5,14,16,8,10,6,4,4,7,5,12,3,8,4,5,14,3,13,6,4,6,12,9,6,8,7,7,9,8,4,10,7,8,3,8,1,5,20,3,6,8,4,7,9,11,3,3,11,3,9,5,4,6,4,4,16,7,5,0,6,14,7,6,1,0,3
200908,14,13,14,17,9,11,12,20,8,7,7,5,5,7,4,10,0,7,6,4,2,4,4,2,11,3,5,3,5,7,2,2,9,2,7,6,10,4,14,2,9,3,7,7,6,3,2,4,8,2,3,9,3,4,10,0,9,4,6,4,5,2,3,0,5,1,3,2,6,5,3,6,7,3,10,3,2,0,3,2,0,6,3,7,3,5,6,2,2,1,1,5,3,3,1,1,2,0,5,7
200807,21,18,15,25,17,10,4,19,2,3,11,22,13,10,15,16,12,16,10,11,14,14,8,10,6,3,9,11,11,16,11,10,10,14,3,6,6,14,12,5,4,10,4,3,9,20,3,11,5,5,7,4,7,3,4,9,8,9,7,10,1,8,5,1,13,8,11,4,11,3,2,6,6,3,5,3,10,5,3,5,1,5,1,4,9,4,4,5,6,6,7,5,7,7,6,0,5,6,9,1
200809,17,41,35,34,29,8,19,10,8,9,17,21,14,13,6,25,15,6,10,14,7,12,8,6,5,0,5,4,7,4,11,5,7,12,5,16,6,5,19,12,9,6,15,5,10,10,2,3,15,7,2,10,3,7,6,8,1,9,5,5,8,6,9,3,10,2,4,4,8,1,6,3,6,4,7,1,8,11,3,2,4,2,2,4,0,3,9,4,1,2,1,8,8,4,2,7,2,1,2,3
200909,24,8,17,7,7,11,13,19,4,5,9,10,6,14,6,2,1,7,6,5,7,2,5,5,12,10,6,6,14,6,4,8,4,12,8,5,12,3,6,6,8,5,9,9,5,4,4,1,5,3,5,7,2,13,1,6,11,2,3,5,9,3,4,0,5,3,1,4,5,1,6,2,6,5,5,1,3,6,1,5,4,3,1,10,3,4,4,6,2,2,6,8,1,0,4,1,3,0,1,2
200907,19,20,15,14,11,7,5,11,5,12,4,5,8,1,9,6,1,8,5,11,1,5,5,8,7,7,5,3,8,7,1,8,3,4,7,5,10,10,7,3,3,7,1,4,7,1,3,0,3,5,3,6,6,1,3,6,4,2,1,3,2,4,1,1,3,4,4,13,4,0,0,1,6,1,3,4,5,1,8,3,6,6,0,1,6,7,6,2,1,3,1,2,5,1,6,3,1,6,1,2
200810,27,13,24,21,11,12,14,8,2,4,12,13,10,12,9,12,12,6,13,9,2,10,12,8,4,4,11,6,13,10,12,8,7,5,7,7,20,3,11,7,6,6,4,3,7,6,2,1,9,13,7,11,5,6,2,3,3,5,2,2,9,3,3,0,6,0,4,1,6,2,9,4,5,4,8,4,5,1,13,0,4,7,0,4,2,4,2,5,3,1,4,6,1,2,2,7,3,6,3,10
200811,17,29,14,15,8,10,7,9,6,9,5,15,19,13,7,3,4,9,4,11,7,3,6,6,3,5,2,5,9,9,5,9,4,4,3,12,8,5,19,5,3,5,4,10,2,5,5,4,0,11,4,10,2,7,9,5,2,2,4,4,8,0,4,5,5,3,3,4,11,0,6,3,6,5,1,4,5,1,5,0,3,9,6,1,1,4,3,1,0,3,3,8,0,4,6,3,3,5,2,4
200812,33,25,26,15,11,19,9,19,14,16,12,10,11,8,12,14,15,5,7,4,14,8,14,14,6,10,3,11,12,27,11,12,10,7,8,12,13,5,13,7,9,7,4,2,5,7,2,5,3,10,6,6,7,9,7,6,4,5,4,6,8,8,6,11,5,8,11,3,5,0,5,6,6,6,6,6,6,20,14,5,6,9,0,7,14,4,3,4,4,3,5,7,0,4,21,10,6,7,2,1
200902,42,21,22,28,14,24,17,26,10,12,19,20,17,8,18,9,7,15,17,8,23,3,10,16,9,6,2,13,13,31,7,12,8,8,13,4,13,10,12,1,19,9,9,14,10,7,4,12,5,10,7,16,4,9,2,7,6,4,5,11,2,6,9,3,4,10,1,2,9,10,4,6,4,7,9,8,3,2,9,9,2,14,4,16,3,7,3,6,1,3,4,2,1,8,6,2,7,10,5,4
200904,28,28,17,15,12,12,13,12,1,3,6,14,8,6,10,8,6,9,5,12,7,13,7,11,5,3,7,5,11,9,4,11,11,6,6,10,5,6,12,5,5,4,7,2,4,5,11,1,5,7,5,12,12,9,7,7,1,5,1,4,7,4,5,11,4,5,6,5,2,0,8,4,5,4,7,0,3,2,4,2,1,4,0,1,7,1,7,4,4,3,5,7,3,2,2,4,1,4,0,4
200905,24,11,12,7,4,9,8,12,1,5,5,6,11,15,18,7,0,5,8,7,8,5,4,14,3,6,0,4,7,2,2,7,5,6,7,4,11,11,6,2,7,11,2,2,5,1,5,3,1,5,5,6,2,1,5,7,2,1,7,7,6,5,10,1,3,8,6,10,4,3,8,8,7,2,4,0,2,3,3,8,5,3,4,5,0,1,6,11,0,6,4,6,5,2,3,4,0,3,2,4
200906,32,17,18,23,11,13,16,18,2,6,20,11,19,11,10,9,3,21,9,17,9,4,6,10,6,4,4,13,20,5,2,6,6,10,18,8,8,34,17,12,12,9,2,11,12,8,6,2,1,6,9,8,7,7,3,29,6,4,3,13,4,9,4,2,8,5,5,19,7,4,8,3,5,4,6,5,4,4,6,17,9,6,15,2,2,5,8,7,2,5,8,4,10,7,4,0,4,5,1,1
200910,46,11,22,15,11,16,13,13,4,0,5,29,3,36,23,8,3,6,10,11,6,2,14,22,6,9,3,21,5,23,14,29,12,11,12,20,10,10,13,8,1,7,12,21,11,9,6,8,3,17,7,4,13,16,1,9,8,4,4,9,16,8,4,2,3,6,7,7,3,1,8,5,19,6,11,3,5,5,1,6,8,3,0,11,18,1,5,4,2,7,10,30,1,9,14,13,4,2,0,2
200912,34,13,12,20,11,14,26,14,7,6,9,11,20,9,23,4,0,9,11,14,9,12,8,22,8,3,12,6,8,5,3,18,10,4,7,13,11,4,21,5,6,6,4,10,7,10,6,9,8,6,7,6,15,11,7,5,10,10,6,5,2,8,4,4,4,4,5,5,4,0,9,4,11,8,4,6,8,3,8,1,8,2,3,6,4,7,3,5,5,5,3,7,5,1,2,6,6,5,2,3
201001,55,12,20,32,19,14,21,30,6,6,20,15,11,29,17,6,6,18,13,12,8,5,17,16,15,6,16,10,23,11,10,24,15,8,7,14,26,14,25,10,12,6,25,20,6,10,3,9,14,7,15,9,13,8,8,9,11,8,8,10,5,11,6,1,20,4,4,6,6,0,16,14,20,10,7,11,9,9,7,0,7,3,3,7,12,10,3,7,8,0,7,14,8,6,7,10,15,1,6,4
201002,18,8,13,21,15,9,14,12,2,3,4,16,12,21,8,6,6,5,8,3,11,6,7,14,7,3,4,6,10,5,6,6,6,4,6,6,9,7,9,7,4,10,8,9,9,2,5,2,6,4,8,7,4,5,7,9,10,8,2,3,0,6,2,2,3,2,2,1,7,0,7,1,9,2,3,7,6,5,1,1,0,6,0,4,8,1,4,5,1,0,4,8,0,1,0,2,5,3,7,11
201003,26,8,12,16,12,8,18,13,5,8,8,7,16,23,5,6,4,5,13,8,7,4,9,6,4,2,6,6,11,9,6,7,5,7,9,6,11,7,12,4,5,6,12,8,6,2,7,10,6,3,8,5,6,4,4,2,7,4,5,4,7,5,2,1,6,6,3,7,3,1,8,7,7,2,3,9,3,5,6,1,6,8,1,2,6,4,6,7,3,0,1,12,1,2,2,3,5,3,3,7
201012,9,5,4,5,10,11,5,11,8,6,10,6,1,0,5,4,3,9,4,1,0,0,7,7,7,2,2,8,3,6,3,5,5,7,3,3,3,2,3,5,1,4,5,9,1,2,4,3,2,2,0,2,1,2,1,2,7,0,2,3,2,0,4,0,1,0,0,0,3,0,0,6,3,2,3,5,4,2,1,1,0,1,2,1,1,5,5,1,0,1,1,1,6,0,2,3,5,1,2,3
