"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"64",43,22,26,3,1,70,5,8,5,156,9,13,17,15,2,11,2,16,0,16,22,46,3,4,23,7,7,4,30,7,0,7,25,1,2,2,16,28,0,8,0,10,1,2,3,5,10,21,0,4,0,12,36,0,6,10,18,8,23,4,15,3,13,0,3,14,10,6,34,5,3,4,6,14,0,0,1,5,8,0,3,1,2,9,2,21,0,1,0,1,1,7,14,19,4,1,3,9,3,9
"65",61,51,79,20,5,9,30,13,19,6,40,55,19,47,20,41,2,11,1,26,9,4,54,29,6,29,3,40,3,22,1,32,6,79,44,19,6,6,2,23,0,6,40,36,25,35,4,6,7,29,26,7,3,20,6,16,1,5,0,3,10,27,2,3,0,0,8,3,2,14,55,26,1,32,0,0,0,10,7,4,8,23,0,19,7,1,1,22,4,3,3,6,3,5,18,14,16,13,19,16
"66",53,3,6,1,1,28,3,2,0,22,5,2,36,21,3,0,3,28,5,48,33,30,3,9,16,3,42,10,36,0,2,7,27,4,2,3,15,50,0,40,1,42,3,3,12,0,67,107,1,4,4,12,17,0,4,1,9,36,41,0,21,6,44,14,0,0,16,108,15,5,2,1,25,0,1,2,2,1,0,1,12,2,0,0,2,25,1,1,0,2,2,23,22,1,1,3,3,3,4,2
"67",58,28,27,11,1,43,17,12,5,17,13,23,14,20,23,18,2,25,0,20,5,19,15,24,20,19,14,15,28,5,1,24,49,15,11,72,16,40,2,12,1,42,12,3,10,6,5,13,1,13,13,4,25,3,10,2,13,9,42,22,11,16,35,10,8,16,0,39,20,9,12,4,13,7,0,0,17,6,4,4,44,4,2,12,14,18,0,18,1,0,0,10,38,4,3,11,12,4,8,22
"68",71,5,14,2,0,30,4,2,1,26,12,11,45,29,9,4,2,44,3,64,14,21,5,18,23,19,130,12,52,1,0,10,61,6,6,4,33,58,0,44,0,52,2,5,4,3,20,76,1,6,10,11,24,2,6,3,10,41,58,2,28,6,73,6,3,108,39,0,26,3,5,0,50,0,0,0,1,0,1,1,40,2,0,0,1,45,0,5,1,0,0,39,44,0,1,7,7,1,1,6
"69",40,9,16,4,0,119,12,8,3,106,2,10,15,19,9,5,1,53,0,37,21,74,4,12,26,1,14,4,33,2,0,3,133,4,6,10,22,62,0,22,0,43,5,3,17,2,12,17,1,4,1,21,33,0,2,8,32,12,74,3,51,4,66,34,2,15,20,26,0,1,4,1,21,4,0,0,2,2,0,3,2,3,0,5,1,29,0,16,0,10,1,18,112,9,2,2,3,2,1,12
"70",14,18,46,5,2,7,17,13,2,5,19,20,8,18,12,66,2,55,1,57,29,24,13,15,7,27,8,9,2,13,0,9,4,22,12,10,1,8,0,9,1,44,10,19,28,23,9,10,2,17,3,15,8,3,5,2,0,1,2,3,3,9,0,5,14,5,9,3,1,0,14,9,2,15,2,0,4,19,5,7,2,10,0,6,1,1,0,7,2,5,1,1,1,12,5,4,7,4,8,5
"71",57,49,81,22,5,6,31,11,9,6,51,37,25,220,24,54,10,8,0,22,19,8,55,33,16,32,5,33,3,30,2,37,11,71,42,27,7,4,4,39,0,9,36,32,25,32,2,9,3,41,38,13,3,28,7,13,0,7,2,4,15,25,1,3,55,2,12,5,4,14,0,13,5,21,1,0,2,14,21,4,6,8,0,21,8,2,0,30,5,5,3,5,4,7,26,24,24,6,16,17
"72",33,31,57,6,6,13,6,21,24,11,20,29,17,22,9,27,3,10,1,9,25,10,99,19,20,23,2,39,10,40,3,12,2,45,13,9,6,6,0,3,0,4,11,30,13,14,11,2,5,14,21,5,0,10,5,12,7,1,1,1,9,18,1,4,26,1,4,0,1,9,13,0,0,20,1,1,1,6,10,3,3,23,0,41,1,1,1,18,0,0,1,2,0,6,21,4,21,49,19,17
"73",51,0,1,1,0,38,5,3,1,42,1,10,52,36,0,0,0,36,1,50,17,46,0,5,23,1,122,4,45,0,0,2,24,3,5,6,47,24,0,54,0,21,3,2,10,0,13,41,1,0,5,9,13,1,11,6,10,52,29,0,17,4,27,6,1,25,13,50,21,2,5,0,0,1,1,0,0,0,1,2,8,4,0,1,1,38,0,2,0,0,0,104,21,1,0,2,2,2,3,6
"74",44,40,109,52,3,21,28,19,23,13,55,83,26,32,20,48,0,12,1,28,30,9,45,36,6,57,1,37,3,37,3,23,8,35,31,15,10,2,0,10,0,3,17,24,39,31,6,10,3,49,8,10,3,22,9,28,1,3,0,2,3,26,0,14,32,0,7,0,4,15,21,20,1,0,3,1,8,10,23,5,3,14,1,28,5,5,1,14,1,3,5,3,0,9,18,3,20,12,12,6
"75",2,7,5,4,79,1,2,0,1,0,6,3,4,2,1,1,51,6,59,4,4,1,4,2,0,2,0,8,1,5,59,3,0,2,3,5,0,0,48,4,52,0,4,0,3,2,4,3,30,5,0,4,0,4,3,2,0,8,0,0,0,2,0,0,0,1,0,0,0,2,1,1,1,3,0,26,0,1,1,12,1,6,0,0,1,0,54,0,0,2,29,0,0,10,4,1,3,8,2,0
"76",1,2,3,2,95,2,0,1,1,2,2,1,5,2,1,0,23,5,64,2,5,1,1,1,1,1,1,3,0,2,35,0,1,3,0,0,3,1,13,0,36,0,0,0,0,2,5,4,41,2,1,0,1,0,0,0,1,6,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,26,0,0,0,1,9,0,2,0,0,0,0,43,0,0,1,19,0,1,5,5,0,2,6,1,2
"77",4,13,12,41,1,20,34,33,27,4,8,9,1,0,18,6,4,17,0,3,8,2,9,1,1,10,0,2,0,2,0,3,12,7,6,10,0,1,1,0,0,2,3,0,7,9,5,4,1,2,2,0,4,3,22,0,1,0,2,16,1,8,2,1,0,2,17,1,2,4,2,1,0,8,0,0,0,19,0,2,7,2,3,0,15,1,0,3,6,1,0,0,3,2,0,5,3,2,4,5
"78",19,9,24,42,4,3,20,23,15,2,16,16,12,12,17,52,3,8,0,14,2,0,21,8,3,9,0,13,0,16,0,11,3,25,20,9,5,4,2,5,1,7,16,16,20,9,4,4,1,28,9,5,0,9,10,4,0,2,0,11,1,6,2,5,10,1,6,0,2,19,14,6,0,10,1,0,19,0,22,2,6,6,0,8,4,2,0,10,5,2,0,1,0,4,6,4,8,0,7,2
"79",39,56,69,32,6,5,14,27,37,16,32,23,51,20,8,59,11,3,3,14,13,12,46,21,6,20,3,36,2,50,5,14,0,20,47,25,11,0,6,17,5,3,28,10,12,32,7,5,3,26,36,14,0,41,13,15,1,5,0,1,2,4,1,8,7,0,4,1,0,5,21,10,1,23,1,1,0,22,0,3,2,11,0,25,1,1,2,18,2,1,4,0,0,9,34,6,24,7,18,7
"80",16,12,29,16,22,14,15,5,5,3,17,12,7,8,8,18,8,6,15,9,10,9,6,12,10,13,1,5,4,7,12,7,3,9,5,1,3,37,3,7,18,9,4,7,10,13,4,4,10,14,4,4,3,6,4,6,4,5,4,8,4,9,5,0,4,1,4,1,3,7,4,3,2,5,12,9,2,2,3,0,0,1,0,3,0,4,10,11,0,2,9,1,3,8,5,5,4,14,8,3
"81",20,14,14,45,0,3,9,34,16,3,17,21,4,4,19,8,2,9,0,12,1,2,8,24,1,35,18,24,1,7,0,16,3,10,10,9,3,4,1,5,0,3,10,8,10,7,16,6,0,12,14,1,2,4,6,3,0,3,3,12,5,20,4,3,8,12,44,40,2,2,6,3,8,3,1,0,7,6,2,0,0,1,1,5,19,4,0,8,25,0,0,6,4,1,3,15,1,0,8,3
"82",26,24,36,19,10,16,7,4,2,2,22,22,21,26,4,22,2,16,8,19,33,7,47,15,10,15,9,31,6,37,6,4,8,30,18,10,2,3,4,16,5,4,15,3,32,12,14,16,5,16,2,47,1,16,2,10,10,10,1,0,1,3,2,1,23,2,4,2,3,10,8,23,4,14,6,2,2,6,11,1,1,0,0,7,2,4,3,7,0,2,10,2,0,14,10,0,23,6,7,8
"83",0,0,6,25,0,15,195,9,46,0,1,7,0,0,19,0,0,4,0,3,0,5,0,1,3,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,1,0,0,4,1,3,0,0,0,0,4,0,2,1,0,0,0,19,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,14,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3
"84",68,67,92,11,2,14,19,14,39,20,33,59,35,19,81,49,3,8,0,14,13,4,44,70,8,39,5,33,6,43,3,47,4,29,39,33,8,1,1,8,0,12,23,23,15,39,7,5,2,54,20,2,1,20,4,7,4,1,1,3,1,22,1,9,19,0,12,0,5,6,21,41,1,28,0,0,0,8,25,3,5,7,0,0,13,2,0,18,3,1,2,6,4,4,32,22,24,11,18,17
"85",55,9,39,42,0,103,33,25,17,2,6,21,1,5,24,3,2,6,0,2,0,2,4,95,2,26,2,6,1,15,0,57,3,5,4,31,0,2,1,1,0,1,9,7,0,7,18,12,0,9,15,0,10,4,8,1,0,2,1,28,1,5,1,2,7,2,14,1,1,1,8,1,1,5,1,0,15,4,1,0,19,2,14,13,0,2,0,1,4,0,0,1,1,3,9,23,1,0,7,9
"86",106,4,4,1,0,43,5,6,1,58,5,7,26,20,2,6,1,23,0,29,18,46,2,1,121,9,51,3,105,5,1,0,46,2,1,3,123,73,0,22,0,51,0,7,0,3,22,24,3,5,1,12,22,0,2,0,64,18,67,2,24,2,59,21,1,25,18,45,29,1,2,1,38,5,0,0,1,2,1,4,4,4,0,2,2,0,0,0,0,1,0,18,19,7,3,0,4,5,0,4
"87",2,1,2,0,65,0,0,1,2,0,0,0,1,0,1,2,10,3,79,4,1,0,1,3,0,1,0,0,0,3,26,1,0,0,1,0,0,3,12,2,47,0,0,0,0,2,4,2,31,1,1,0,0,0,0,2,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,54,43,0,0,2,10,0,3,0,0,0,0,0,0,0,1,26,0,0,7,1,1,0,5,0,0
"88",71,25,100,14,1,12,20,9,7,3,29,105,17,22,62,34,3,16,1,5,1,10,49,33,6,46,2,38,5,21,2,51,6,104,48,16,16,4,3,14,0,3,35,22,38,26,11,10,0,40,58,3,1,22,1,17,1,1,0,3,1,31,1,1,22,1,18,5,16,7,30,18,2,14,0,0,3,10,18,11,8,7,0,18,1,0,0,0,1,43,1,5,10,2,21,28,20,13,25,58
"89",14,8,12,84,0,6,11,74,26,1,2,7,4,4,10,2,12,0,0,0,0,0,4,3,1,9,14,4,0,3,0,3,0,8,6,9,1,1,1,2,0,0,4,4,1,6,4,0,0,4,11,0,0,1,14,1,0,2,0,7,0,7,0,0,4,0,1,1,0,2,5,0,0,1,0,0,6,5,2,0,25,0,0,3,4,0,0,1,0,0,0,0,0,0,2,5,3,0,16,1
"90",10,1,20,8,3,6,0,3,0,2,23,86,3,5,38,3,2,10,2,13,4,5,6,4,1,5,0,4,0,0,2,2,1,4,6,1,1,3,0,6,7,8,12,3,57,4,1,2,1,11,3,9,0,2,0,17,1,2,1,4,4,5,2,1,3,2,0,0,10,5,5,0,0,3,2,1,1,2,1,2,0,2,1,1,0,1,1,43,0,0,3,0,3,3,0,1,4,3,2,2
"91",4,0,1,3,72,3,1,1,1,0,7,3,1,2,1,1,29,8,59,5,2,3,4,2,0,2,0,6,2,7,48,0,1,6,4,0,4,1,15,6,45,0,0,3,4,0,8,1,34,5,1,10,0,3,0,1,1,4,1,1,1,0,0,1,3,2,0,0,1,1,3,1,0,5,29,19,0,0,4,9,0,10,0,2,0,0,26,1,0,3,0,0,0,10,7,0,2,4,2,0
"92",33,17,10,0,0,51,9,3,0,23,5,12,22,21,5,3,0,42,0,31,13,13,4,7,15,1,27,7,22,5,0,8,25,5,5,4,13,21,1,27,0,14,1,4,6,2,12,14,0,3,2,7,17,4,2,7,17,19,15,0,78,7,18,7,6,23,10,39,18,1,5,2,104,3,0,0,0,1,0,1,6,2,0,6,1,18,0,5,0,0,0,0,17,1,3,3,1,2,4,9
"93",30,1,9,2,0,213,3,2,1,50,6,7,23,18,0,3,1,155,0,24,13,49,4,4,16,9,24,8,17,0,0,13,101,10,5,10,11,39,0,24,0,25,4,0,9,1,5,24,1,1,9,10,22,1,3,4,24,21,37,1,33,4,55,14,3,22,38,44,112,1,4,0,21,0,0,1,3,0,0,3,4,0,1,4,1,19,0,10,0,3,0,17,0,3,0,5,0,1,2,9
"94",30,9,50,9,14,42,13,6,10,39,16,16,8,38,3,19,2,27,6,15,39,23,12,8,34,14,6,18,15,5,7,2,11,9,8,4,12,8,4,16,9,9,9,4,16,10,20,15,11,12,5,15,9,3,3,5,19,5,5,0,6,4,5,19,5,1,4,0,9,12,7,6,1,9,10,5,2,4,9,8,1,14,0,4,3,7,7,2,0,3,10,1,3,0,2,0,10,7,2,17
"95",51,76,50,11,11,5,12,12,9,3,26,38,22,23,29,30,11,3,6,8,8,3,91,39,6,25,2,25,1,115,6,23,1,24,37,30,6,0,5,13,5,4,32,19,8,27,4,6,8,35,22,6,2,43,10,12,1,3,0,1,2,25,0,4,18,1,3,1,2,5,26,21,0,18,4,5,0,6,34,5,3,10,0,32,9,3,1,21,2,0,7,3,0,2,0,10,15,12,22,13
"96",188,14,28,12,2,2,34,7,9,5,10,68,13,21,30,16,6,8,0,9,2,2,29,51,4,115,5,31,1,16,1,185,3,24,22,6,3,4,4,3,0,4,41,25,12,24,5,6,1,40,109,0,4,8,6,5,1,4,2,5,1,27,1,1,14,3,11,7,2,4,24,4,2,3,1,0,5,4,6,5,15,0,1,22,23,0,1,28,5,1,0,3,5,0,10,0,10,9,14,6
"97",65,43,70,10,2,12,10,31,9,2,31,38,37,23,15,38,6,11,2,17,12,1,47,21,12,31,8,29,7,27,3,34,10,29,31,17,36,2,2,15,2,4,36,30,20,21,9,9,0,39,30,4,2,14,7,17,8,15,1,1,1,29,1,3,16,3,12,7,3,7,24,21,2,20,3,2,3,8,24,4,1,23,0,24,1,4,0,20,3,4,2,1,0,10,15,10,0,16,7,14
"98",36,23,37,7,13,10,14,46,16,13,31,32,17,12,9,15,7,9,12,6,8,20,16,14,25,22,1,15,14,13,8,14,7,25,9,10,20,7,0,0,8,6,8,23,4,12,10,7,8,16,16,5,4,3,9,41,9,3,2,3,3,29,1,9,13,3,4,1,2,4,6,49,2,12,8,6,2,0,7,14,0,6,1,11,0,5,5,13,0,3,4,2,1,7,12,9,16,0,30,7
"99",51,33,71,21,3,10,9,37,4,2,23,32,15,11,12,26,1,6,1,8,8,2,28,20,2,22,8,26,4,22,1,27,1,25,65,23,7,2,1,6,2,4,42,20,19,19,8,4,1,17,30,6,0,12,20,27,0,2,1,1,4,24,1,3,19,4,8,1,1,8,16,19,3,12,2,1,4,7,18,8,8,7,0,18,7,0,0,25,16,2,2,4,2,2,22,14,7,30,0,20
"100",36,30,44,28,3,32,13,10,8,15,20,30,20,32,42,18,6,24,0,37,16,17,23,27,14,19,12,19,10,21,0,15,16,38,35,12,7,5,2,13,0,21,10,10,18,20,19,14,0,14,25,12,18,17,9,8,10,6,5,3,11,13,5,9,16,2,22,6,12,5,17,17,6,6,0,2,5,2,7,3,3,8,3,17,9,4,0,58,1,2,0,9,9,17,13,6,14,7,20,0
