date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,National
19861101,47,48,31,37,28,39,4,2,33,21,20,7,40,32,29,22,14,45,51,15,11,3,41,12,49,23,34,10,19,1,8,43,18,17,16,35,38,30,24,5,25,9,36,44,26,6,13,42,50,27,46,0
19861201,45,50,30,41,25,40,4,2,32,17,18,5,42,34,31,28,12,46,51,15,9,3,36,16,48,20,38,13,23,1,8,44,19,14,22,35,37,29,21,6,24,10,33,43,26,7,11,39,49,27,47,0
19850101,46,45,12,41,29,16,4,13,31,14,17,7,38,42,39,33,5,40,50,19,3,1,49,22,47,25,35,8,36,2,11,32,27,23,18,43,28,48,37,15,24,6,34,20,21,9,10,44,51,30,26,0
19850201,45,49,5,41,28,18,6,14,33,10,17,3,37,40,39,34,7,43,50,23,4,1,47,16,46,27,35,9,30,2,15,31,24,21,19,42,29,48,38,13,22,8,36,20,25,12,11,44,51,32,26,0
19850301,45,49,10,39,29,19,5,14,35,11,17,4,40,41,37,31,6,43,50,23,2,1,48,20,46,26,38,7,30,3,18,33,25,15,24,42,27,47,36,8,16,12,32,21,22,13,9,44,51,34,28,0
19850401,42,49,14,41,29,17,5,13,36,15,23,9,40,45,33,31,6,43,50,19,3,1,48,22,47,26,34,7,32,2,16,37,25,11,18,44,27,46,35,4,20,8,38,24,21,12,10,39,51,30,28,0
19850501,40,47,21,41,28,16,8,10,42,20,24,11,30,46,36,31,5,45,50,14,4,2,49,13,48,23,32,9,34,1,17,38,25,18,12,43,33,44,37,3,22,7,35,26,19,6,15,39,51,29,27,0
19850601,46,47,25,42,26,17,9,11,40,19,30,18,24,45,34,27,8,43,50,7,6,2,48,15,49,23,31,10,35,1,12,44,21,16,13,41,29,39,37,3,32,5,38,33,20,4,14,36,51,28,22,0
19850701,44,41,28,45,33,14,9,12,40,22,29,13,30,46,31,26,7,47,50,8,6,2,48,15,49,20,24,10,36,1,16,42,23,17,11,43,27,39,37,4,32,5,38,34,18,3,19,35,51,25,21,0
19850801,46,40,29,43,30,18,8,11,41,22,24,15,32,47,31,28,12,45,50,4,6,2,48,16,49,23,27,9,34,1,10,42,20,13,14,44,26,39,36,3,35,7,38,33,19,5,17,37,51,25,21,0
19850901,44,43,26,40,28,17,4,9,41,22,24,18,31,45,29,32,11,47,50,8,5,2,48,19,49,20,27,12,36,1,14,42,23,10,13,46,30,37,38,3,33,6,39,34,15,7,16,35,51,25,21,0
19851001,43,44,26,41,27,19,3,7,40,21,22,16,30,46,31,28,13,47,50,9,8,2,48,18,49,20,32,11,33,1,15,42,23,10,12,45,34,38,39,6,29,5,36,35,17,4,14,37,51,25,24,0
19851101,43,49,21,41,25,23,4,3,34,20,15,16,38,44,28,29,11,47,50,13,6,2,46,18,48,22,36,9,30,1,14,39,24,10,17,45,31,42,35,5,26,8,37,32,19,7,12,40,51,27,33,0
19851201,46,49,20,45,25,24,3,4,26,14,16,8,41,42,30,34,11,47,51,15,6,2,43,22,48,19,39,18,31,1,13,37,23,9,21,44,33,40,32,5,27,10,36,29,17,7,12,38,50,28,35,0
19840101,49,48,8,36,30,11,3,17,43,15,13,4,34,38,39,25,5,42,40,26,9,12,50,23,44,33,35,7,31,1,18,29,27,19,10,45,24,46,41,22,28,2,37,16,20,14,6,47,51,32,21,0
19840201,49,48,3,38,31,10,4,17,42,14,13,7,32,40,39,26,5,44,36,29,9,11,50,24,45,34,33,6,30,1,18,27,28,19,12,43,21,46,41,22,23,2,37,16,25,15,8,47,51,35,20,0
19840301,49,48,5,36,31,11,2,17,40,14,12,9,33,41,39,26,7,43,38,27,8,10,50,25,45,32,35,3,30,1,21,29,28,18,13,46,22,47,42,20,19,4,37,15,23,16,6,44,51,34,24,0
19840401,48,49,4,36,33,9,2,16,39,17,14,12,32,41,37,28,8,44,42,23,10,7,50,24,46,31,34,6,30,1,19,29,27,20,11,45,25,47,40,13,22,3,38,18,21,15,5,43,51,35,26,0
19840501,47,48,4,38,34,10,5,17,41,19,15,14,24,39,37,27,7,45,46,22,13,6,50,18,49,28,32,1,31,2,21,33,29,25,8,44,30,43,40,11,23,3,36,16,20,12,9,42,51,35,26,0
19840601,49,46,10,40,31,12,4,27,44,19,20,21,22,37,33,24,7,45,47,15,13,5,48,18,50,25,34,3,35,2,16,36,28,26,11,43,30,41,42,8,29,1,38,17,23,6,9,39,51,32,14,0
19840701,50,38,12,42,34,11,7,25,43,26,24,15,22,39,33,19,5,46,47,17,14,6,49,16,48,23,31,4,35,2,21,36,32,29,8,44,28,40,45,9,27,1,41,20,18,3,10,37,51,30,13,0
19840801,49,37,15,38,33,9,7,21,43,25,20,16,26,41,34,23,10,44,47,12,14,5,48,17,50,28,29,1,35,3,18,36,32,27,8,46,30,39,45,6,31,2,40,19,22,4,11,42,51,24,13,0
19840901,49,43,13,36,33,11,4,22,46,29,21,20,25,41,34,27,8,42,47,12,14,6,48,16,50,23,26,1,38,2,17,37,31,28,7,45,32,39,44,9,30,3,35,19,18,5,10,40,51,24,15,0
19841001,48,44,15,36,33,12,6,20,42,25,22,18,26,43,38,27,8,39,49,11,13,1,50,14,47,21,28,2,34,3,16,35,30,29,7,46,32,45,41,9,31,4,37,19,23,5,10,40,51,24,17,0
19841101,48,46,9,37,32,14,4,15,40,23,17,19,33,38,41,30,6,39,49,18,10,1,50,13,47,24,31,2,34,3,16,35,26,27,11,43,29,45,42,7,28,5,36,20,21,8,12,44,51,25,22,0
19841201,48,45,12,40,30,15,4,11,37,18,19,13,33,42,41,32,5,39,49,16,9,1,50,22,46,28,31,3,36,2,14,35,25,23,17,43,29,47,38,8,26,6,34,20,21,7,10,44,51,27,24,0
19830101,49,34,33,31,32,16,7,12,30,17,13,1,36,46,44,25,4,39,37,19,10,8,50,20,40,28,22,5,35,6,18,27,21,26,3,48,15,43,45,29,38,2,47,14,24,9,11,42,51,41,23,0
19830201,49,37,29,30,35,15,6,12,31,16,13,1,33,47,44,20,3,42,36,24,11,8,50,18,40,34,23,4,32,7,19,28,21,27,5,48,17,39,45,26,38,2,46,14,25,10,9,41,51,43,22,0
19830301,49,37,27,29,32,15,5,13,35,16,12,1,36,47,42,19,4,40,38,22,11,9,50,20,44,33,24,3,31,6,18,30,21,25,7,48,17,39,46,23,34,2,43,14,26,10,8,41,51,45,28,0
19830401,49,33,25,30,34,15,6,13,37,18,12,5,28,47,41,23,3,42,43,24,10,9,50,19,46,35,21,4,31,2,17,29,22,26,7,48,16,38,45,20,32,1,44,14,27,11,8,40,51,39,36,0
19830501,49,33,28,34,31,12,6,13,40,22,14,7,17,46,41,18,5,43,45,23,11,9,50,15,47,36,21,4,30,3,19,32,24,29,2,48,25,38,44,20,35,1,42,16,27,10,8,39,51,37,26,0
19831101,50,38,11,34,35,8,5,15,48,24,16,12,28,37,44,20,6,42,43,23,13,10,49,18,45,36,30,1,29,2,19,31,25,27,4,47,26,39,40,17,32,3,41,21,22,9,7,46,51,33,14,0
19831201,49,45,10,36,32,11,3,15,48,20,16,9,29,41,42,24,4,38,39,25,13,12,50,22,43,35,33,5,30,1,18,28,26,23,7,47,27,44,37,14,31,2,40,17,21,8,6,46,51,34,19,0
19820101,50,43,19,41,29,9,11,30,33,15,17,7,44,35,47,24,3,38,37,25,22,20,51,13,34,27,26,4,31,10,28,18,21,23,8,46,1,48,40,36,39,5,42,6,16,12,14,49,45,32,2,0
19820201,50,42,17,38,29,9,10,26,33,14,15,8,43,36,46,22,3,40,30,27,23,19,51,12,34,32,28,5,24,11,31,18,20,25,6,47,2,48,41,35,39,4,44,7,21,13,16,49,45,37,1,0
19820301,49,42,22,34,30,10,9,23,36,14,12,8,43,38,46,24,3,39,31,29,21,18,51,16,33,25,32,4,28,11,27,19,20,26,7,47,1,50,40,37,35,5,44,6,17,13,15,48,45,41,2,0
19820401,50,36,26,33,31,9,10,22,35,17,13,8,41,40,46,27,4,42,30,29,20,14,51,15,37,23,28,2,32,11,25,21,19,24,5,48,1,47,38,34,39,3,44,7,16,18,12,45,49,43,6,0
19820501,50,36,29,34,30,9,10,19,38,18,16,8,32,41,46,20,6,40,35,25,23,17,51,13,42,24,21,4,31,11,26,28,22,27,3,48,1,45,39,33,43,2,44,7,15,12,14,47,49,37,5,0
19820601,50,32,36,33,30,13,9,25,39,22,18,10,26,43,42,23,6,37,41,14,20,15,51,16,48,27,24,5,31,8,21,34,19,28,2,47,3,40,38,29,44,1,45,11,17,7,12,46,49,35,4,0
19820701,50,24,40,31,34,11,10,21,38,26,16,7,25,47,43,18,6,39,36,22,19,17,51,15,46,27,14,3,32,9,28,33,23,30,2,48,4,37,41,29,42,1,45,13,20,8,12,44,49,35,5,0
19820801,51,22,41,31,34,10,7,24,36,25,13,5,28,46,42,20,11,35,38,12,18,16,50,19,47,29,17,3,33,9,21,32,23,27,1,48,4,39,40,30,45,2,43,14,26,8,15,44,49,37,6,0
19820901,50,25,43,29,33,14,8,19,39,28,17,5,26,47,44,20,10,36,37,11,18,15,51,21,46,30,16,2,35,6,22,31,24,27,1,48,9,38,42,32,40,3,45,12,23,7,13,41,49,34,4,0
19821001,49,25,41,26,35,15,7,16,37,28,20,4,27,47,46,21,8,38,36,14,18,10,50,19,40,29,17,3,33,6,22,31,24,30,1,48,11,39,44,32,42,2,45,12,23,5,13,43,51,34,9,0
19821101,49,29,38,26,36,16,7,10,35,25,17,4,30,45,47,18,6,40,34,19,15,9,50,20,39,32,21,1,33,5,22,28,24,31,2,48,12,42,43,27,41,3,46,14,23,8,11,44,51,37,13,0
19821201,49,30,37,29,34,15,6,9,32,23,18,2,31,46,45,24,7,41,36,16,11,10,50,20,38,33,21,3,35,5,19,26,25,27,4,48,14,40,43,28,42,1,47,12,22,8,13,44,51,39,17,0
19810101,45,49,12,40,25,18,13,29,36,15,9,4,38,41,47,20,3,42,34,39,22,14,51,17,32,33,23,2,27,6,30,26,31,19,10,48,1,46,35,28,24,11,43,7,21,16,8,44,50,37,5,0
19810201,46,49,8,42,24,17,16,34,35,9,18,4,33,40,47,19,3,41,25,38,21,13,51,14,30,36,26,2,27,7,29,23,32,20,11,44,1,48,37,31,28,10,43,6,22,15,12,45,50,39,5,0
19810301,45,48,8,40,25,17,11,30,39,12,14,4,36,41,47,19,3,38,28,37,22,15,51,18,33,29,24,2,23,7,31,27,32,20,13,43,1,49,35,34,26,9,42,5,21,16,10,46,50,44,6,0
19810401,46,47,10,43,27,12,18,32,41,13,14,9,36,42,48,19,3,39,34,35,22,16,50,15,33,28,23,2,24,6,30,26,31,17,7,44,1,49,37,29,25,8,40,5,21,20,11,45,51,38,4,0
19810501,48,45,10,41,25,12,21,30,44,18,19,11,24,39,49,15,2,42,37,31,26,16,50,8,38,27,22,3,23,6,33,28,34,20,5,43,1,46,36,29,32,7,40,9,17,13,14,47,51,35,4,0
19810601,50,44,14,42,25,12,18,32,43,21,22,10,23,38,46,15,4,36,47,26,30,16,51,9,48,28,19,3,24,6,29,34,31,17,7,39,1,45,37,27,35,5,40,11,20,8,13,41,49,33,2,0
19810701,50,39,21,46,28,9,17,33,48,24,18,11,25,38,47,15,3,36,41,19,26,23,51,8,42,22,16,4,27,7,32,34,30,12,6,43,1,45,37,29,35,5,40,13,20,10,14,44,49,31,2,0
19810801,50,37,21,41,29,7,17,35,45,24,15,11,26,38,46,19,4,36,42,16,30,20,51,8,43,31,18,3,22,9,25,27,28,10,5,44,1,47,34,33,39,6,40,13,23,12,14,48,49,32,2,0
19810901,50,40,21,37,29,9,13,33,46,30,18,14,26,36,47,19,4,34,38,20,31,23,51,11,44,32,17,5,28,7,22,24,27,8,3,48,2,43,39,35,41,6,42,10,16,12,15,45,49,25,1,0
19811001,50,42,19,35,29,9,13,33,43,28,22,12,27,36,49,15,6,37,38,17,30,16,51,11,39,31,20,4,24,7,21,23,25,26,2,48,3,47,40,34,41,5,44,8,18,10,14,46,45,32,1,0
19811101,50,42,14,36,30,8,13,27,40,23,17,10,37,35,48,19,4,43,38,26,28,18,51,11,34,31,21,5,24,9,22,20,25,32,3,47,2,46,39,33,41,6,44,7,16,12,15,49,45,29,1,0
19811201,50,43,18,37,29,11,12,25,38,20,17,8,40,35,49,23,3,41,36,21,27,19,51,14,31,34,24,4,30,9,22,16,26,28,6,46,2,47,39,33,42,5,44,7,13,10,15,48,45,32,1,0
19800101,39,50,22,33,29,11,16,40,26,17,13,7,46,35,48,12,3,30,38,45,25,20,51,23,27,28,31,1,21,4,34,37,41,14,10,36,2,44,42,43,18,6,32,8,15,24,9,47,49,19,5,0
19800201,39,50,18,36,27,12,16,38,28,10,13,6,46,37,48,14,3,40,29,44,23,17,51,19,22,35,30,1,15,5,33,32,41,20,11,34,2,42,43,45,21,7,31,8,24,25,9,47,49,26,4,0
19800301,41,50,25,29,27,15,11,38,30,9,16,6,47,39,48,17,3,37,26,44,23,19,51,20,22,31,35,2,13,5,33,36,40,18,14,34,1,45,42,43,12,10,28,7,21,24,8,46,49,32,4,0
19800401,41,50,21,34,30,12,11,38,24,13,20,6,45,40,48,17,4,37,25,46,26,14,51,22,28,23,29,3,15,5,31,32,39,19,10,43,1,47,42,35,16,7,33,8,18,27,9,44,49,36,2,0
19800501,45,49,22,38,23,15,16,29,30,18,28,7,36,43,50,19,4,40,25,41,24,17,51,10,34,31,12,3,13,5,37,35,39,26,6,46,2,48,42,27,20,8,32,9,14,21,11,44,47,33,1,0
19800601,48,49,32,38,22,17,10,34,28,16,35,8,29,43,50,18,5,40,31,25,23,11,51,14,44,33,12,2,20,3,26,41,30,24,6,46,7,45,42,21,36,4,37,13,19,15,9,39,47,27,1,0
19800701,49,43,30,42,27,14,15,35,28,19,33,7,25,44,50,16,4,40,20,26,22,13,51,12,36,29,10,2,21,5,37,41,31,32,6,48,8,46,45,23,34,3,38,11,17,18,9,39,47,24,1,0
19800801,49,41,33,35,26,14,15,42,30,18,23,5,28,46,50,20,6,43,21,24,19,11,51,13,36,39,12,2,17,3,31,34,29,25,7,47,8,45,44,27,32,4,40,9,22,16,10,37,48,38,1,0
19800901,48,46,27,35,25,15,14,40,43,26,18,12,24,44,49,19,3,45,22,29,21,11,51,13,39,30,10,2,23,5,28,41,32,16,4,47,8,38,42,33,31,6,34,7,17,20,9,36,50,37,1,0
19801001,50,47,25,32,26,16,14,36,43,24,19,12,20,45,48,17,5,44,27,28,23,10,51,11,37,29,13,1,18,4,30,39,33,21,3,46,9,41,42,31,34,6,40,8,22,15,7,35,49,38,2,0
19801101,49,48,14,34,27,15,16,29,43,21,13,10,30,45,47,17,3,44,25,35,24,11,51,12,37,32,18,1,19,4,31,38,33,22,5,46,6,41,39,26,28,7,40,9,23,20,8,42,50,36,2,0
19801201,47,49,13,40,24,18,16,29,41,19,9,7,34,43,48,21,3,42,30,37,22,10,51,15,35,32,23,1,26,5,27,33,31,17,11,44,2,45,36,28,25,12,39,6,20,14,8,46,50,38,4,0
19790101,32,51,25,45,37,15,21,48,49,33,16,31,46,19,20,11,1,22,28,41,27,34,42,10,23,9,35,2,24,4,38,36,44,12,13,29,5,50,39,43,17,6,26,8,7,30,18,47,40,14,3,0
19790201,38,51,14,37,36,16,23,48,46,25,19,26,42,28,31,9,3,30,22,47,34,32,43,7,20,11,29,2,12,4,40,35,44,13,15,33,6,49,41,39,18,5,24,8,10,27,21,50,45,17,1,0
19790301,38,51,19,36,37,22,20,47,46,27,17,28,42,24,32,9,3,25,29,48,31,33,49,10,18,11,34,1,12,5,44,35,43,14,15,30,4,50,41,39,13,8,23,6,7,26,16,45,40,21,2,0
19790401,41,51,13,35,37,14,22,48,46,25,19,38,39,24,31,10,4,21,32,49,29,26,50,11,23,8,27,3,16,5,42,33,45,12,18,30,2,47,40,36,17,6,28,7,9,34,15,43,44,20,1,0
19790501,44,51,11,37,31,17,27,45,50,30,18,40,23,22,34,9,3,25,38,48,32,29,49,7,26,10,19,4,16,2,46,35,47,20,12,28,5,41,39,36,14,6,33,13,8,24,21,42,43,15,1,0
19790601,50,51,22,37,31,16,20,44,46,32,26,43,10,23,33,8,5,27,49,35,28,24,48,9,47,13,17,4,25,2,40,45,41,18,7,29,6,36,42,30,21,3,38,19,12,11,15,34,39,14,1,0
19790701,49,50,23,40,36,11,21,45,44,37,24,33,18,22,38,8,7,27,48,39,28,25,51,9,29,12,16,5,26,3,46,43,47,19,6,31,4,34,42,35,13,2,32,20,10,17,14,30,41,15,1,0
19790801,50,47,22,33,37,11,19,45,41,38,23,28,20,21,44,8,7,27,49,29,30,24,51,9,34,26,12,2,17,4,46,39,48,13,6,31,5,40,43,32,25,3,35,14,15,18,16,36,42,10,1,0
19790901,47,51,23,28,34,14,17,48,41,39,18,33,19,24,43,9,6,26,46,35,29,27,50,11,38,21,12,2,22,3,45,40,49,15,4,31,7,30,44,37,25,5,32,13,10,20,16,36,42,8,1,0
19791001,49,51,23,24,36,12,21,47,41,37,25,35,17,29,46,8,6,27,43,38,30,22,50,10,31,18,16,4,19,5,42,39,48,20,3,33,7,32,44,40,26,2,28,11,13,14,15,34,45,9,1,0
19791101,46,51,15,25,35,16,19,43,40,27,13,39,28,32,47,8,3,26,42,44,29,20,50,9,30,23,21,1,17,4,41,37,48,18,7,31,5,34,45,36,22,6,33,10,14,24,11,38,49,12,2,0
19791201,44,51,14,32,33,13,15,42,34,24,17,20,38,35,49,18,1,28,39,45,25,22,50,19,26,29,27,2,11,3,37,40,47,16,8,31,4,36,43,41,23,6,30,7,12,21,9,46,48,10,5,0
19780101,27,51,30,28,41,31,22,45,49,35,12,36,32,29,18,6,1,17,47,43,15,37,38,9,33,19,39,4,20,8,44,25,50,14,10,23,5,26,42,48,24,2,21,11,7,34,16,46,40,13,3,0
19780201,31,51,33,36,41,25,15,48,50,27,13,35,28,29,24,5,3,22,38,42,21,37,39,6,30,26,40,4,8,9,43,16,49,7,12,23,14,34,44,47,19,1,17,10,11,32,18,45,46,20,2,0
19780301,23,51,24,27,46,35,14,47,50,30,15,37,32,31,28,8,2,17,38,40,22,36,39,9,33,21,41,4,5,11,42,18,49,7,13,26,6,34,43,44,16,3,25,12,10,29,19,45,48,20,1,0
19780401,24,51,26,27,47,31,16,48,50,34,17,40,30,32,28,8,2,13,41,42,19,35,45,11,43,15,37,4,7,9,46,21,49,10,14,22,5,33,44,38,23,3,25,12,6,36,18,39,29,20,1,0
19780501,24,51,27,34,44,25,18,45,50,38,26,47,15,35,30,7,1,17,43,39,20,36,41,6,46,12,28,2,8,10,48,33,49,13,11,19,9,31,40,37,29,3,21,14,5,32,22,42,23,16,4,0
19780601,39,51,36,32,43,29,15,46,49,40,34,47,11,30,24,6,4,16,48,26,20,33,42,9,50,13,27,2,12,7,44,41,45,14,10,21,5,25,38,28,37,3,31,22,8,18,23,35,19,17,1,0
19780701,37,51,36,39,45,20,21,44,50,42,38,43,11,30,25,7,5,23,41,27,26,35,46,8,47,13,14,3,12,9,48,33,49,15,10,24,4,28,40,29,34,2,31,22,6,16,18,32,19,17,1,0
19780801,41,51,35,36,44,15,21,48,50,42,37,45,22,29,25,7,5,18,40,26,24,31,46,6,47,16,13,2,11,8,43,32,49,12,10,19,3,27,38,33,30,4,34,17,9,20,23,39,28,14,1,0
19780901,41,51,36,30,42,18,19,46,50,47,32,48,16,27,22,8,3,20,38,26,23,33,40,10,45,13,14,1,15,9,44,31,49,11,7,24,5,28,43,37,29,2,34,17,6,21,25,39,35,12,4,0
19781001,42,51,38,30,43,16,20,47,50,46,31,48,18,26,24,9,4,19,34,32,27,25,39,6,40,11,17,2,13,5,44,35,49,12,7,23,8,36,45,41,28,1,33,15,10,21,22,37,29,14,3,0
19781101,40,51,21,33,45,15,19,41,50,46,26,48,27,24,25,9,2,17,31,38,28,32,47,6,37,11,18,1,12,5,43,36,49,13,10,22,7,39,44,34,23,3,29,16,8,30,20,42,35,14,4,0
19781201,43,51,21,39,41,15,16,44,50,38,25,34,36,27,26,10,1,17,28,42,30,31,47,8,35,11,22,2,13,3,46,32,48,12,14,23,7,40,45,33,24,5,29,9,6,18,19,49,37,20,4,0
