date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,National
20070901,18,47,19,43,45,14,30,10,49,32,38,8,1,40,23,13,24,41,20,25,11,33,51,31,50,44,12,6,36,9,21,15,34,35,3,46,17,37,22,42,48,4,39,27,5,16,7,28,26,29,2,0
20071001,17,50,20,37,46,14,32,12,47,33,38,7,4,39,22,10,27,40,18,31,11,23,51,24,49,43,16,6,35,9,21,15,34,36,1,45,19,41,28,44,48,2,42,25,5,13,8,30,26,29,3,0
20071101,18,50,20,39,48,16,32,10,49,30,33,8,6,40,29,12,21,38,15,34,9,25,51,22,46,42,19,5,35,11,23,13,31,36,3,44,14,41,26,45,47,2,43,27,1,17,7,37,24,28,4,0
20071201,22,50,19,38,48,16,25,10,44,29,37,5,13,41,30,14,17,40,18,31,6,26,51,32,49,42,20,2,35,7,23,11,33,36,8,45,12,39,27,46,47,4,43,21,3,15,9,34,24,28,1,0
20060101,14,50,17,38,32,25,23,15,42,2,21,1,33,36,37,18,22,47,44,34,7,39,49,24,51,27,19,4,11,8,28,16,26,20,9,43,12,46,29,45,48,5,41,35,6,13,3,40,30,31,10,0
20060201,18,51,16,36,29,23,21,13,44,2,24,1,26,32,40,17,22,47,19,33,9,34,49,25,50,37,20,4,11,8,35,14,30,27,10,45,15,46,28,41,48,5,38,31,7,12,3,42,39,43,6,0
20060301,10,51,17,33,35,27,21,11,45,2,22,1,23,29,40,14,24,47,19,36,8,37,50,26,48,30,20,4,15,9,34,16,31,25,12,41,13,46,28,42,49,5,43,32,6,18,3,39,38,44,7,0
20060401,10,51,21,41,35,25,19,11,43,2,28,1,17,30,42,12,22,47,23,31,13,36,50,20,48,26,14,5,24,8,37,18,32,29,9,45,15,46,27,33,49,3,44,38,6,16,4,34,39,40,7,0
20060501,16,50,19,45,28,24,23,12,46,5,33,1,2,25,42,13,21,47,26,29,17,34,51,14,49,27,10,6,18,11,36,22,30,35,3,43,20,39,32,37,48,4,44,38,7,15,8,40,41,31,9,0
20060601,24,48,21,42,29,25,19,14,47,7,36,8,1,26,37,11,22,46,38,20,17,39,51,15,50,30,12,4,16,9,27,33,23,34,10,43,18,40,31,28,49,2,45,44,5,13,6,35,41,32,3,0
20060701,22,44,23,43,34,19,24,12,48,13,35,1,2,26,41,10,27,47,20,21,18,30,51,15,50,33,6,11,17,8,38,28,29,36,4,45,16,39,31,40,49,5,46,42,7,14,9,32,37,25,3,0
20060801,21,46,27,40,33,20,28,13,48,14,34,1,4,24,39,15,29,44,25,17,19,30,51,11,49,41,5,6,18,9,31,22,23,35,3,45,16,42,32,36,50,7,47,37,8,12,10,38,43,26,2,0
20060901,17,47,30,42,33,18,26,11,48,13,34,4,1,20,35,12,27,46,28,22,16,43,51,15,49,41,5,7,21,10,32,23,29,36,2,45,19,37,24,31,50,8,44,38,3,14,9,39,40,25,6,0
20061001,16,49,22,40,41,17,23,14,47,12,42,1,3,18,33,13,30,46,29,31,19,34,51,15,48,43,5,7,20,10,24,21,25,37,4,45,26,44,27,32,50,8,38,35,2,11,6,39,36,28,9,0
20061101,16,50,19,42,41,20,24,5,47,11,33,2,7,21,37,12,25,45,26,35,15,36,51,17,48,38,8,3,22,13,27,18,28,40,9,46,23,44,29,30,49,6,39,34,1,14,4,43,31,32,10,0
20061201,17,50,16,43,41,18,19,4,47,10,32,1,11,29,38,20,21,44,22,34,14,39,51,30,49,40,7,5,24,12,23,13,25,36,8,46,26,45,27,33,48,9,35,28,2,15,3,42,31,37,6,0
20050101,19,51,15,36,38,26,20,8,50,5,18,1,23,43,39,21,32,37,40,24,9,25,49,16,48,41,27,10,11,3,13,28,29,30,6,45,17,47,31,35,46,12,42,34,14,4,2,44,33,22,7,0
20050201,20,51,12,35,37,27,21,10,49,4,25,1,19,41,40,17,26,42,28,31,13,22,50,15,45,43,23,9,8,6,18,24,29,36,7,46,16,48,32,30,47,11,39,33,14,5,2,44,38,34,3,0
20050301,14,51,15,26,37,34,22,8,49,2,24,1,19,39,40,17,27,44,28,36,11,23,50,20,46,43,25,9,5,6,18,31,21,29,10,47,16,48,35,32,45,12,41,30,13,7,3,42,38,33,4,0
20050401,9,51,21,29,38,31,24,10,48,2,32,1,19,44,39,15,25,43,33,36,12,22,50,17,46,40,20,7,13,3,14,30,26,34,4,45,18,49,23,27,47,11,41,37,16,8,5,42,35,28,6,0
20050501,15,49,20,37,31,26,32,8,48,5,38,1,9,42,34,12,27,45,43,28,18,22,50,10,51,39,16,11,13,4,17,33,24,35,2,44,23,46,29,25,47,14,41,36,19,3,7,40,30,21,6,0
20050601,24,47,21,34,32,30,27,16,48,9,38,1,4,42,33,12,28,44,46,19,17,25,49,10,51,35,18,11,13,3,14,40,20,36,6,43,26,45,29,22,50,7,41,39,15,2,8,37,31,23,5,0
20050701,20,44,24,41,35,25,29,15,48,10,37,1,6,42,32,12,30,45,47,21,16,23,51,7,50,33,13,11,17,5,22,38,26,39,2,43,18,46,27,34,49,8,36,40,14,3,9,31,28,19,4,0
20050801,22,45,28,35,31,24,29,17,46,11,38,1,7,41,36,13,30,44,48,18,14,23,49,5,50,27,12,8,15,6,19,32,25,33,2,42,21,47,26,37,51,10,39,43,16,3,9,40,34,20,4,0
20050901,20,47,28,32,37,24,26,17,46,11,44,2,3,41,38,13,29,42,51,21,14,33,48,12,50,34,10,8,18,6,22,30,36,35,1,45,16,43,23,25,49,7,31,40,15,4,9,39,27,19,5,0
20051001,20,48,28,29,37,23,24,19,46,10,42,2,4,41,38,13,31,44,51,21,15,25,47,11,50,32,12,8,16,5,22,33,34,35,1,43,18,45,26,30,49,6,39,40,14,3,7,36,27,17,9,0
20051101,18,48,22,25,38,28,23,13,44,9,35,1,11,36,39,14,29,46,51,26,15,30,47,12,50,37,16,4,17,5,31,24,34,33,2,43,19,45,32,27,49,6,40,41,8,3,7,42,20,21,10,0
20051201,15,50,20,35,36,32,16,14,45,2,37,1,11,39,42,24,22,46,48,26,8,29,47,17,51,30,18,12,13,4,31,21,33,27,6,43,19,44,25,34,49,9,40,38,7,5,3,41,23,28,10,0
20040101,37,51,15,38,43,31,17,4,46,11,6,1,39,44,21,14,25,32,40,16,8,29,48,22,33,23,26,7,13,9,24,28,45,34,5,42,18,50,30,35,47,2,20,41,19,10,3,49,36,27,12,0
20040201,34,51,14,39,41,35,19,7,47,10,3,1,36,44,27,15,29,40,20,21,11,28,48,18,22,30,23,5,12,13,24,25,45,31,6,42,16,50,32,33,46,2,17,37,26,8,4,49,43,38,9,0
20040301,29,51,15,36,46,33,17,3,48,13,8,1,37,42,30,14,26,40,31,18,9,23,49,24,19,34,25,2,12,10,20,27,43,32,4,44,16,50,35,28,45,5,21,38,22,11,6,47,39,41,7,0
20040401,28,51,24,38,45,33,20,8,49,13,11,1,29,43,21,12,30,34,39,18,9,25,48,15,26,35,19,4,14,6,22,31,42,36,2,44,16,50,27,37,46,3,17,41,23,10,5,47,40,32,7,0
20040501,34,50,21,40,41,29,24,4,51,15,18,2,16,45,27,10,30,35,42,17,11,28,48,13,43,36,14,8,12,6,20,31,38,37,1,44,22,49,32,25,47,5,19,39,26,3,9,46,33,23,7,0
20040601,36,50,24,37,41,31,20,8,51,17,21,6,12,43,22,13,29,32,46,10,14,28,48,16,45,38,15,7,11,2,18,39,34,35,3,44,25,49,33,19,47,4,26,42,27,1,9,40,30,23,5,0
20040701,38,46,27,39,42,28,21,9,51,19,22,2,11,41,29,10,34,31,43,12,15,25,50,16,47,44,13,7,14,5,23,36,35,32,1,45,17,49,33,30,48,6,26,40,24,3,8,37,20,18,4,0
20040801,40,45,31,33,41,28,22,10,51,20,24,2,14,44,25,15,36,23,42,9,12,21,48,16,46,47,13,7,11,5,18,37,32,29,1,43,17,50,34,30,49,6,35,38,26,3,8,39,27,19,4,0
20040901,39,48,29,33,40,32,23,9,51,25,27,4,11,41,28,16,36,24,42,12,10,30,49,17,46,44,13,8,14,3,18,34,35,26,1,45,20,47,31,21,50,5,37,43,22,2,7,38,19,15,6,0
20041001,39,50,26,28,43,32,20,10,51,25,29,3,14,44,34,15,35,24,41,16,12,21,46,11,48,40,17,8,9,4,18,33,36,30,1,45,27,47,31,19,49,5,37,42,22,2,6,38,23,13,7,0
20041101,34,50,20,28,44,35,21,7,51,17,29,2,22,42,36,14,32,27,38,25,13,23,48,10,46,40,18,6,11,4,12,30,33,37,1,45,26,47,31,19,49,8,39,41,15,3,5,43,24,16,9,0
20041201,28,50,17,36,41,33,14,5,51,15,32,1,24,43,37,22,29,27,38,25,11,19,49,16,47,42,23,7,12,2,9,31,34,35,6,45,20,46,30,21,48,10,40,39,13,3,4,44,26,18,8,0
20030101,26,51,25,29,44,30,20,5,39,13,10,1,36,45,14,11,18,35,40,16,6,28,46,15,47,23,17,3,21,8,31,24,42,41,7,37,19,50,34,32,48,2,22,43,27,9,4,49,38,33,12,0
20030201,26,51,21,30,45,31,22,8,42,13,9,1,35,46,18,11,16,43,28,23,6,27,48,14,36,24,15,3,17,7,32,25,40,37,5,41,19,50,34,29,44,2,20,38,33,10,4,49,47,39,12,0
20030301,20,50,23,27,47,33,21,7,45,10,8,1,40,46,18,11,15,39,34,24,5,28,48,16,36,25,19,3,14,9,32,26,37,35,6,42,17,51,30,29,38,2,22,41,31,12,4,49,43,44,13,0
20030401,22,50,29,31,47,33,23,8,40,14,12,2,37,42,16,9,17,34,38,24,6,26,48,15,35,19,11,3,20,7,32,27,39,43,5,41,18,51,28,21,44,1,25,46,30,13,4,49,45,36,10,0
20030501,25,50,26,35,40,33,23,3,43,17,15,5,20,41,18,7,21,39,44,14,12,27,48,13,46,28,8,4,16,9,34,29,36,42,2,37,32,51,30,19,45,1,22,47,31,6,10,49,38,24,11,0
20030601,38,48,29,32,41,30,18,8,42,21,19,13,14,43,20,9,22,37,49,11,12,24,50,15,44,31,10,5,17,6,26,36,33,39,2,40,27,51,23,16,45,1,34,46,25,3,7,47,35,28,4,0
20030701,33,42,30,36,43,28,20,11,46,21,17,9,15,44,22,10,32,37,47,13,12,26,50,14,40,29,5,6,16,7,34,38,35,41,2,39,18,51,23,19,48,1,27,45,24,4,8,49,31,25,3,0
20030801,40,42,38,32,43,30,21,11,46,24,15,7,17,47,18,12,25,31,44,9,13,26,48,14,34,33,10,4,16,8,27,35,39,41,1,36,19,51,22,20,49,2,28,45,29,5,6,50,37,23,3,0
20030901,39,47,38,31,43,29,22,6,46,26,13,14,15,44,18,10,27,32,41,12,11,35,48,16,33,30,7,4,19,8,34,36,42,40,1,37,24,51,21,17,50,2,28,45,23,9,5,49,25,20,3,0
20031001,41,50,33,29,45,35,22,7,48,21,13,11,19,43,20,9,30,31,38,15,10,27,46,14,39,23,12,4,16,8,32,36,42,40,1,34,28,51,24,17,49,2,37,44,25,3,6,47,26,18,5,0
20031101,40,51,24,33,46,39,22,3,47,18,12,8,29,42,20,9,31,34,35,16,11,30,43,13,32,25,17,4,14,7,26,36,44,41,1,37,27,50,28,15,48,2,38,45,21,6,5,49,23,19,10,0
20031201,39,51,19,36,44,40,15,1,47,12,9,3,35,45,22,13,28,32,33,16,10,29,46,17,37,26,23,4,14,8,24,34,43,38,2,41,27,50,25,18,48,6,30,42,20,7,5,49,31,21,11,0
20020101,36,49,26,32,43,22,1,6,41,27,15,13,44,45,28,8,17,37,42,12,14,18,46,16,47,23,19,3,39,10,25,20,40,48,4,33,11,51,30,24,31,2,38,34,21,5,7,50,35,29,9,0
20020201,37,49,22,30,42,23,1,6,43,24,15,9,46,44,27,10,16,38,25,13,11,17,40,18,47,26,19,3,34,14,28,21,45,48,4,35,12,51,36,20,31,2,32,33,29,5,7,50,41,39,8,0
20020301,30,49,28,23,46,25,1,4,41,22,15,6,43,44,26,7,16,36,27,14,10,17,48,19,45,31,20,2,32,13,35,21,42,47,8,37,11,51,33,18,24,3,34,38,29,9,5,50,39,40,12,0
20020401,22,49,38,26,47,27,3,6,36,30,18,10,40,46,23,4,16,28,32,14,11,20,43,19,45,24,15,2,37,12,33,25,41,48,5,39,13,51,29,17,31,1,21,44,34,7,8,50,42,35,9,0
20020501,26,50,38,32,45,27,9,6,42,28,20,11,21,46,22,3,18,33,39,12,14,23,43,10,47,25,8,4,29,15,36,30,40,48,2,34,17,49,35,19,31,1,16,44,37,5,13,51,41,24,7,0
20020601,38,51,40,26,41,27,8,9,42,31,21,13,18,46,22,4,19,28,47,7,14,23,43,15,48,29,10,5,25,12,32,39,33,44,6,34,16,49,30,17,35,1,20,45,36,2,11,50,37,24,3,0
20020701,39,42,41,31,47,23,16,8,43,33,19,10,17,48,20,4,24,26,40,9,14,25,49,13,45,27,5,6,28,11,35,36,37,46,2,34,15,51,29,21,30,1,18,44,38,7,12,50,32,22,3,0
20020801,40,42,48,23,49,27,16,10,43,37,21,9,18,46,19,7,24,28,44,5,13,25,35,11,41,29,6,2,26,14,32,33,36,45,3,30,15,50,31,22,38,1,17,47,39,8,12,51,34,20,4,0
20020901,39,50,45,23,46,30,17,7,47,36,22,13,20,41,15,6,24,28,43,8,11,34,31,12,44,25,4,3,29,14,35,32,37,42,2,27,16,49,26,21,38,1,18,48,40,9,10,51,33,19,5,0
20021001,37,51,42,19,47,31,20,8,46,35,24,9,21,44,17,5,25,26,41,12,13,27,32,6,48,22,10,3,28,14,36,33,40,43,2,29,23,50,30,18,38,1,15,45,39,4,11,49,34,16,7,0
20021101,38,51,39,23,48,35,19,3,43,28,17,6,29,44,20,5,21,31,41,14,11,25,36,7,45,24,12,2,26,13,37,27,42,47,4,30,16,49,32,15,40,1,18,46,33,9,8,50,34,22,10,0
20021201,35,51,36,28,48,30,16,4,43,23,19,1,37,45,17,8,12,31,40,14,9,24,41,11,47,25,15,3,27,10,32,26,44,46,5,33,20,49,34,18,39,2,21,42,29,6,7,50,38,22,13,0
20010101,35,51,21,38,39,2,6,27,49,12,11,16,45,42,17,13,23,36,50,15,14,9,40,18,43,32,44,7,34,3,20,41,29,31,8,24,4,46,33,37,28,5,25,22,19,10,1,48,47,26,30,0
20010201,32,51,14,41,35,2,3,26,48,11,12,16,46,44,17,13,21,42,43,23,15,7,36,18,37,38,45,4,30,5,19,39,28,33,9,24,8,49,34,31,29,6,22,20,25,10,1,50,47,40,27,0
20010301,30,51,18,33,39,4,2,13,48,15,10,16,47,41,21,14,22,40,44,19,11,8,42,23,43,35,45,3,31,5,17,36,28,37,9,20,6,49,32,34,29,7,24,25,26,12,1,50,46,38,27,0
20010401,27,51,25,34,42,5,3,11,47,21,13,31,48,44,16,9,17,39,45,23,12,10,35,18,36,28,40,4,43,6,14,37,26,41,8,19,2,50,29,30,33,7,22,32,24,15,1,49,46,38,20,0
20010501,25,51,27,43,36,9,10,4,49,23,14,28,34,40,16,2,21,41,47,22,17,13,37,11,45,24,29,5,38,6,20,39,26,46,1,15,12,48,35,32,42,7,18,33,30,8,3,50,44,31,19,0
20010601,38,50,33,39,40,10,8,9,51,24,17,31,27,42,18,2,20,36,49,11,16,12,37,13,46,28,25,5,34,6,19,44,21,43,3,22,15,47,32,26,45,1,23,41,29,7,4,48,35,30,14,0
20010701,36,46,33,41,43,14,9,5,51,28,17,21,26,37,18,2,22,38,48,13,19,15,44,10,45,27,16,6,34,11,23,40,29,47,1,20,12,50,32,35,42,3,24,39,30,4,7,49,31,25,8,0
20010801,43,39,44,29,45,16,9,6,51,35,18,17,25,40,22,4,23,38,48,7,19,13,37,10,42,26,15,2,36,12,24,27,33,46,1,20,14,50,34,30,47,3,31,41,32,5,11,49,28,21,8,0
20010901,40,43,44,32,45,16,4,7,51,34,19,27,28,37,18,5,20,36,48,9,21,17,35,10,42,24,12,3,38,13,25,33,39,47,1,22,14,50,30,26,46,2,31,41,29,6,11,49,23,15,8,0
20011001,40,44,35,24,42,20,2,7,50,43,29,36,25,37,26,5,16,34,45,10,21,12,33,8,48,27,14,6,46,11,28,30,38,47,1,22,17,51,31,18,41,4,32,39,23,3,13,49,19,15,9,0
20011101,41,47,31,23,46,28,2,4,49,42,20,34,32,37,29,6,16,35,43,12,19,13,38,8,45,24,17,3,44,10,25,26,39,48,1,27,14,51,30,15,36,5,33,40,18,7,11,50,21,22,9,0
20011201,37,49,31,32,44,28,1,3,46,38,19,24,33,42,30,7,12,34,40,11,14,13,43,15,47,25,18,2,45,8,26,20,41,48,4,29,17,51,27,16,39,6,35,36,21,5,9,50,22,23,10,0
20000101,36,51,24,37,41,3,6,23,46,14,18,30,47,31,12,7,15,32,43,28,16,13,19,21,48,10,49,4,29,5,25,42,40,17,22,34,11,45,33,39,26,2,27,35,8,9,1,44,50,20,38,0
20000201,39,51,21,38,43,3,5,23,44,10,14,29,45,35,17,6,13,40,36,30,18,9,15,16,46,22,49,4,25,7,28,41,42,19,20,31,11,47,32,37,24,1,26,33,12,8,2,48,50,27,34,0
20000301,35,51,22,36,43,5,4,23,44,12,17,30,46,37,18,2,16,38,40,28,13,8,19,20,47,24,49,6,27,7,25,42,41,14,21,31,10,48,32,33,15,3,26,39,11,9,1,45,50,29,34,0
20000401,33,51,26,36,44,6,3,27,42,21,22,39,46,37,13,4,18,30,41,28,19,5,10,11,47,14,49,9,34,7,23,43,40,15,17,31,8,48,29,32,20,2,24,38,12,16,1,45,50,25,35,0
20000501,34,51,30,38,43,5,3,18,46,24,28,39,35,36,13,1,19,37,47,15,25,6,20,10,50,16,42,11,31,7,21,44,41,22,8,29,12,45,33,32,26,2,23,40,14,9,4,48,49,17,27,0
20000601,41,51,34,37,43,8,3,24,46,25,26,40,31,38,12,4,17,32,49,10,22,6,21,11,50,14,42,9,28,5,16,47,35,18,13,33,15,44,36,27,29,1,30,39,19,7,2,45,48,23,20,0
20000701,42,48,34,37,47,9,4,21,51,26,22,31,27,38,14,2,23,30,49,11,19,8,40,10,50,16,35,12,28,5,29,46,41,20,6,32,13,43,33,36,24,1,25,39,17,7,3,44,45,18,15,0
20000801,43,45,39,29,44,10,1,23,50,30,24,31,36,40,14,4,19,25,51,6,20,5,17,12,49,21,37,9,26,7,22,42,41,27,11,28,13,46,32,33,34,2,35,38,18,8,3,47,48,16,15,0
20000901,43,50,35,29,44,9,1,22,51,33,19,39,34,36,5,6,23,30,49,11,20,8,17,14,47,24,37,10,40,7,25,45,41,21,4,26,13,42,31,27,28,2,32,38,16,12,3,46,48,15,18,0
20001001,42,50,33,24,43,10,1,25,51,27,18,37,38,34,6,7,28,31,49,12,19,5,16,13,48,26,41,11,39,8,20,44,40,32,3,21,15,46,35,29,22,4,30,36,17,9,2,45,47,14,23,0
20001101,39,51,22,29,43,5,2,18,50,23,13,33,41,37,10,6,26,36,49,15,24,3,19,14,45,27,44,7,40,4,25,42,38,30,8,20,11,46,34,28,21,9,31,32,16,12,1,48,47,17,35,0
20001201,38,51,23,36,39,5,1,24,50,17,13,26,46,40,10,11,18,34,48,14,19,3,29,15,43,35,45,6,41,4,20,42,37,32,12,22,7,44,31,27,30,8,28,25,16,9,2,49,47,21,33,0
19990101,26,50,27,38,44,9,7,13,51,18,19,41,45,28,5,12,10,35,36,31,20,14,25,2,39,11,48,3,22,4,29,46,42,8,21,32,24,47,34,40,23,6,30,33,15,16,1,37,49,17,43,0
19990201,30,51,24,38,43,8,9,14,49,16,23,40,46,26,10,4,6,39,31,36,19,11,27,3,37,15,47,1,18,7,33,44,45,12,21,32,22,48,34,35,25,5,28,29,17,13,2,42,50,20,41,0
19990301,31,50,28,34,44,9,5,13,49,16,21,43,46,24,6,3,10,38,32,36,17,12,26,7,39,14,47,2,22,8,37,45,41,4,25,29,18,48,35,33,19,11,27,30,23,15,1,40,51,20,42,0
19990401,32,51,33,34,43,9,10,16,49,22,25,44,45,30,7,1,11,35,37,28,19,12,21,6,38,17,46,2,26,3,39,47,42,8,18,31,15,48,29,24,27,4,23,36,20,13,5,40,50,14,41,0
19990501,31,51,33,34,41,10,11,13,49,24,22,47,35,30,8,1,14,36,38,29,19,15,20,2,44,17,42,5,25,3,39,48,45,16,12,27,21,46,32,26,28,4,18,37,23,6,7,43,50,9,40,0
19990601,43,50,33,36,40,12,5,16,51,24,25,47,28,34,7,1,14,35,46,19,17,13,23,8,44,20,39,9,27,2,37,48,41,10,15,30,18,45,31,21,29,3,22,42,26,6,4,38,49,11,32,0
19990701,39,47,37,38,44,11,8,14,51,26,24,46,27,35,4,1,18,31,48,17,19,15,25,5,41,20,32,10,28,2,42,49,43,16,12,33,13,45,34,29,30,3,22,40,21,6,7,36,50,9,23,0
19990801,44,45,40,31,41,11,1,18,50,29,23,46,33,34,12,2,19,30,49,15,21,13,16,3,43,20,36,6,24,4,35,47,42,17,9,27,14,48,32,28,37,7,25,38,22,5,10,39,51,8,26,0
19990901,42,47,38,30,43,11,3,18,51,28,25,48,26,31,12,1,19,32,49,20,21,15,16,9,44,13,36,7,29,4,35,46,45,14,5,33,17,41,34,23,39,2,27,40,22,8,10,37,50,6,24,0
19991001,41,49,36,28,44,12,9,21,51,26,27,46,33,34,14,1,15,29,47,22,19,13,16,2,48,4,40,10,23,5,30,45,42,17,6,31,20,43,32,24,38,3,25,39,18,7,11,37,50,8,35,0
19991101,37,51,33,30,45,13,6,15,49,26,22,46,38,34,16,1,17,29,40,23,20,9,18,2,42,10,47,3,27,7,28,48,43,21,11,31,19,44,32,24,35,4,25,39,12,8,5,41,50,14,36,0
19991201,38,51,27,36,42,9,1,17,49,22,23,39,43,34,18,5,14,31,40,28,15,10,21,11,47,13,48,7,29,2,24,45,41,16,19,33,20,46,30,26,32,6,25,35,8,3,4,44,50,12,37,0
19980101,19,49,20,41,44,11,21,16,51,23,22,37,45,33,9,6,12,28,38,42,31,14,24,7,39,26,48,1,27,3,34,46,47,15,2,29,17,43,32,40,13,5,25,30,8,18,4,35,50,10,36,0
19980201,20,49,14,42,43,12,21,22,51,18,25,40,46,30,9,4,8,33,29,41,31,13,23,5,35,32,47,1,26,6,37,44,48,15,2,27,19,45,34,39,10,3,24,28,11,16,7,38,50,17,36,0
19980301,21,49,19,40,47,14,15,16,51,22,23,42,43,29,9,3,10,32,35,38,28,11,24,7,41,31,48,1,25,2,39,45,46,12,8,26,20,44,33,36,4,6,27,30,13,17,5,34,50,18,37,0
19980401,15,49,25,40,47,16,17,20,51,26,23,44,42,27,2,5,14,29,41,36,30,10,12,4,37,31,45,1,33,6,35,48,43,13,8,19,21,46,28,38,9,7,24,34,18,22,3,32,50,11,39,0
19980501,22,49,24,40,45,19,15,16,51,26,25,48,35,23,7,4,17,36,46,28,31,10,13,1,42,29,41,2,27,5,37,47,43,14,3,20,30,44,38,32,11,6,21,39,18,12,8,33,50,9,34,0
19980601,37,46,23,39,44,15,11,16,51,27,30,48,31,32,6,1,14,38,50,17,33,10,18,2,45,24,41,3,25,4,28,49,40,12,8,21,35,43,36,22,19,5,26,42,20,9,7,34,47,13,29,0
19980701,38,42,30,41,46,14,12,16,51,31,32,48,24,19,7,1,15,26,50,21,33,10,39,2,43,25,35,6,22,4,36,49,44,13,5,27,34,45,37,28,17,3,23,40,18,9,8,29,47,11,20,0
19980801,37,42,38,40,46,15,11,16,51,35,23,48,32,28,7,4,17,29,49,18,30,8,13,1,44,21,39,2,19,5,24,47,43,14,6,25,26,45,33,34,27,3,31,41,20,10,9,36,50,12,22,0
19980901,35,45,36,40,47,15,8,16,51,37,26,50,29,30,9,2,14,33,49,20,22,13,19,6,41,17,39,3,21,5,27,46,43,12,4,28,31,44,32,24,23,1,34,42,18,10,7,38,48,11,25,0
19981001,38,47,32,39,48,14,9,17,51,33,28,50,34,29,11,2,15,26,44,21,22,10,18,1,42,16,41,5,20,6,23,46,43,13,3,27,35,45,36,24,25,4,30,40,19,7,8,37,49,12,31,0
19981101,35,50,26,36,47,17,8,10,51,27,23,49,41,30,11,2,18,33,42,31,21,9,19,1,37,15,44,3,20,5,24,45,43,13,6,32,28,46,34,22,25,7,29,38,16,12,4,39,48,14,40,0
19981201,33,50,29,38,44,15,1,8,51,20,21,46,43,34,12,9,13,35,39,30,19,11,22,3,37,16,48,4,23,5,25,45,42,6,18,31,26,47,32,27,24,7,28,36,17,10,2,40,49,14,41,0
19970101,25,51,20,33,48,7,36,21,49,17,19,34,42,26,5,8,12,44,43,31,22,13,23,10,40,24,38,1,18,6,39,46,47,11,3,28,14,45,27,41,29,4,35,30,2,15,16,32,50,9,37,0
19970201,25,51,19,30,47,6,39,20,49,16,22,35,42,26,5,8,10,44,28,43,24,13,21,7,36,23,37,1,17,9,40,46,48,11,2,29,12,45,31,41,27,3,34,32,4,15,18,38,50,14,33,0
19970301,23,51,18,28,47,7,34,14,49,20,21,40,42,27,8,5,10,43,39,41,26,13,24,11,37,22,44,1,16,9,38,46,48,6,3,29,12,45,30,35,25,4,36,31,2,19,17,32,50,15,33,0
19970401,22,51,19,29,47,6,38,15,49,23,20,45,40,27,7,5,10,37,41,43,28,13,18,11,30,16,42,1,21,9,34,46,48,8,4,24,12,44,35,31,25,2,32,36,3,26,17,33,50,14,39,0
19970501,26,50,22,35,44,8,41,11,51,28,24,46,29,23,10,2,12,42,45,36,31,14,16,4,43,17,32,1,19,7,37,47,48,13,5,20,21,38,40,33,25,3,30,39,6,15,18,34,49,9,27,0
19970601,40,49,24,36,43,9,35,16,51,30,28,47,22,25,7,3,12,39,50,26,31,14,17,6,44,18,32,1,19,5,34,48,45,13,4,20,21,37,38,29,33,2,41,42,8,11,15,27,46,10,23,0
19970701,37,44,28,42,46,8,33,14,51,32,25,47,21,23,9,2,12,34,48,26,31,16,29,5,43,18,30,3,22,6,39,50,49,15,1,20,17,38,36,35,27,4,40,41,7,11,13,24,45,10,19,0
19970801,42,43,31,36,46,6,28,16,51,37,24,47,29,25,11,3,12,33,49,18,32,13,17,5,44,22,30,1,23,7,34,45,48,14,2,21,19,40,35,38,26,4,41,39,9,10,15,27,50,8,20,0
19970901,40,47,31,34,48,9,22,14,51,39,27,50,23,29,10,4,15,35,45,20,36,16,18,5,43,21,30,2,24,6,37,44,49,11,1,28,19,38,32,33,25,3,42,41,7,12,13,26,46,8,17,0
19971001,38,50,28,33,46,8,22,15,51,34,24,49,29,30,13,4,16,31,44,27,35,12,17,5,45,19,39,2,23,6,36,43,47,14,1,25,20,42,32,37,18,3,40,41,10,11,9,26,48,7,21,0
19971101,25,50,23,36,47,11,21,10,51,27,22,48,41,28,12,3,13,29,42,39,37,14,17,4,40,19,44,1,24,7,31,45,46,15,2,26,20,43,32,33,16,5,34,38,8,18,6,30,49,9,35,0
19971201,22,50,21,41,47,10,18,11,51,25,24,44,43,36,13,8,12,26,40,38,35,14,20,3,39,23,45,1,27,4,31,46,48,15,2,29,19,42,28,32,16,7,30,33,5,17,6,34,49,9,37,0
19960101,19,49,21,26,48,9,30,22,50,18,10,33,38,31,14,5,8,35,45,36,24,20,23,11,40,15,41,1,25,6,43,47,42,17,4,32,12,34,39,44,27,3,28,37,2,13,16,46,51,7,29,0
19960201,28,50,18,30,48,9,31,24,49,17,10,33,41,32,13,5,6,35,36,42,25,19,20,8,37,21,40,1,22,7,45,47,43,14,3,26,15,39,38,44,29,2,23,34,4,16,11,46,51,12,27,0
19960301,24,50,20,21,48,11,28,29,51,16,12,35,41,30,14,5,9,32,42,40,22,17,31,15,37,23,43,1,25,7,44,47,45,13,3,26,6,38,36,39,27,4,19,34,2,18,10,46,49,8,33,0
